# File used : 52967538-6671-C748-9CEC-C21D276D640B.root


Event Number : 0
Idx  PdgId  Status  StatusFlag  genPartIdxMother     eta    mass     phi      pt
  42    -13       1        8256                 40   4.6719   0.000  -0.6543 0.82031
  43     11       1       12352                 27   4.4688   0.000   0.1699 0.28906
  44    -11       1       12352                 27   4.4688   0.000   0.1729 0.47168
  45     11       1       12352                 24   4.2031   0.000  -2.2969 0.11108
  46    -11       1       12352                 24   4.2812   0.000  -2.3516 0.01953
  47     22       1       12876                 32  -0.9219   0.000   0.2012 7.96875
  48     22       1       12876                 32  -0.9180   0.000   0.1909 19.68750
  49    423       2       12354                 34  -4.3906   2.008   0.8379 2.87500
  50    -11       1       12352                 36   0.4062   0.000   0.4268 0.59766
  51     12       1       12352                 36  -0.6973   0.000  -1.2031 0.06812
  52     12       1       12352                 37  -0.6719   0.000   2.6328 6.48438
  53    -11       1       12352                 37  -1.1523   0.000   2.2578 0.44531
  54   -421       2       12354                 38  -3.5781   0.000  -2.8906 2.96875
  55    421       2       12354                 49  -4.3906   0.000   0.8516 2.69531
  56   -423       2       12354                 37  -0.2148   2.008   2.4297 5.15625
  57   -421       2       12354                 56  -0.2153   0.000   2.4297 4.90625

Event Number : 10
Idx  PdgId  Status  StatusFlag  genPartIdxMother     eta    mass     phi      pt
---- ------ ------- ----------- ------------------ -------- ------- -------- -------
   0      2      21       10625                 -1 22976.0000   0.000   0.0000 0.00000
   1     -1      21       10625                 -1 -22848.0000   0.000   0.0000 0.00000
   2     24      22        4481                  0   0.3164  74.750  -0.9707 66.00000
   3     25      22        4481                  0   1.3555 125.000   2.1719 66.00000
   4     24      44         257                  2   0.3311  74.750  -0.9141 72.25000
   5     25      44         257                  3   1.3594 125.000   2.1172 61.00000
   6     24      44         257                  4   0.3350  74.750  -0.9336 72.75000
   7     25      44         257                  5   1.3984 125.000   2.1641 59.37500
   8     -4      41       20481                 -1  32.6250   0.000  -1.9102 0.00000
   9     24      62       10497                  6   0.3447  74.750  -0.9102 73.50000
  10     25      62       10497                  7   1.3867 125.000   2.1250 59.50000
  11    -13       1       12673                  9  -0.6797   0.000  -2.6562 16.87500
  12     14       1       12673                  9   0.4717   0.000  -0.6953 78.00000
  13     35      22       14721                 10  -0.6230  20.000  -2.9062 25.00000
  14     35      22       31105                 10   1.5547  20.000   1.6953 56.87500
  15      5      23       12673                 13   0.1082   0.000  -1.7227 4.42188
  16     -5      23       12673                 13  -0.6699   0.000  -3.0859 23.68750
  17     22       1       12673                 14   2.3516   0.000   2.0078 6.79688
  18     22       1       12673                 14   1.3711   0.000   1.6523 50.50000
  19    421       2       12291                  8  -1.4766   0.000  -1.2734 1.39062
  20   -523       2       28675                 15   0.0139   5.328  -1.9492 4.89062
  21    523       2       28675                 15  -0.6680   5.328  -3.0859 22.25000
  22      2      71        8193                 -1  -8.1562   0.000   2.9141 1.13281
  23     21      71        8193                 -1  -0.5312   0.000   2.7109 13.25000
  24     -4      71        8193                  8   2.8984   0.000  -1.4492 4.48438
  25   -413       2       12291                  8   2.9141   2.008  -1.3906 4.10938
  26   -521       2       12354                 20   0.0159   5.281  -1.9570 4.87500
  27    521       2       12354                 21  -0.6680   5.281  -3.0781 22.06250
  28   -421       2       12354                 25   2.9219   0.000  -1.3867 3.72656
  29     11       1       12352                  8   1.4883   0.000  -1.5508 0.16406
  30    -11       1       12352                  8   1.4883   0.000  -1.5547 0.72266
  31    -12       1       12352                 26  -1.2852   0.000   2.5078 0.48340
  32     11       1       12352                 26  -0.2095   0.000   2.4453 0.56250
  33    421       2       12354                 26   0.1899   0.000  -1.7656 5.25000
  34   -421       2       12354                 27  -0.7422   0.000   3.1172 14.71875
  35     11       1       12352                  8   0.0298   0.000  -1.2305 0.13330
  36    -11       1       12352                  8   0.0504   0.000  -1.2305 0.31641

Event Number : 11
Idx  PdgId  Status  StatusFlag  genPartIdxMother     eta    mass     phi      pt
---- ------ ------- ----------- ------------------ -------- ------- -------- -------
   0     -1      21       10625                 -1 22784.0000   0.000   0.0000 0.00000
   1      2      21       10625                 -1 -23040.0000   0.000   0.0000 0.00000
   2     24      22        4481                  0  -0.8672  80.250  -1.4219 18.43750
   3     25      22        4481                  0  -3.1250 125.000   1.7227 18.43750
   4     24      44         257                  2  -0.9453  80.250  -1.4922 14.21875
   5     25      44         257                  3  -3.0000 125.000   1.7461 20.75000
   6     24      44         257                  4  -0.8418  80.250  -1.5508 16.93750
   7     25      44         257                  5  -3.0625 125.000   1.7812 19.37500
   8     24      44         257                  6  -0.8223  80.250  -1.6797 17.56250
   9     25      44         257                  7  -3.0547 125.000   1.8438 19.37500
  10     24      44         257                  8  -0.8281  80.250  -1.7148 17.56250
  11     25      44         257                  9  -3.0000 125.000   1.9688 20.62500
  12     24      44         257                 10  -0.8203  80.250  -1.7383 17.75000
  13     25      44         257                 11  -2.9766 125.000   2.0625 21.06250
  14     24      62       10497                 12  -0.8379  80.250  -1.7539 17.25000
  15     25      62       10497                 13  -2.9375 125.000   2.0391 22.00000
  16    -11      23       22913                 14   0.2412   0.000  -0.8535 40.62500
  17     12      23        4481                 14  -0.7305   0.000   2.7109 32.75000
  18    -11       1        8449                 16   0.2412   0.000  -0.8535 40.62500
  19     22       1       12289                 16   0.2280   0.000  -0.8730 0.00388
  20     12       1        8449                 17  -0.7305   0.000   2.7109 32.75000
  21     35      22       14721                 15  -0.7305  20.000  -2.3047 45.75000
  22     35      22       31105                 15  -1.8047  20.000   1.1992 57.37500
  23      5      23       12673                 21  -0.5586   0.000  -2.0234 28.00000
  24     -5      23       12673                 21  -0.8672   0.000  -2.7031 20.43750
  25     22       1       12673                 22  -1.7734   0.000   2.2188 6.53125
  26     22       1       12673                 22  -1.7500   0.000   1.0977 54.25000
  27   -511       2       12291                 23  -0.5703   5.281  -2.0469 27.06250
  28    521       2       12291                 23  -0.8613   5.281  -2.6875 19.56250
  29      3      71        8193                 -1  -7.3438   0.000   1.1211 0.45508
  30     21      71        8193                 -1  -0.2871   0.000  -1.3242 5.23438
  31     -3      71        8193                 -1  -5.2344   0.000   1.9805 1.85938
  32   -423       2       28738                 27  -0.5527   2.008  -2.0078 14.31250
  33    411       2       12354                 27  -0.5508   0.000  -2.0547 8.96875
  34     12       1       12352                 28  -1.7617   0.000  -2.5312 0.71680
  35    -11       1       12352                 28  -0.7168   0.000  -2.6562 10.75000
  36   -423       2       28738                 28  -0.9238   2.008  -2.7500 8.12500
  37   -421       2       12354                 32  -0.5547   0.000  -2.0156 13.37500
  38    -11       1       12352                 33  -0.6504   0.000  -1.9375 2.96875
  39     12       1       12352                 33  -0.5859   0.000  -2.1016 2.35156
  40   -421       2       12354                 36  -0.9258   0.000  -2.7578 8.03125
  41     11       1       12352                 29  -1.1797   0.000  -1.4492 0.02014
  42    -11       1       12352                 29  -1.7930   0.000  -1.7227 0.02490
  43     11       1       12352                 40  -1.0195   0.000  -2.4141 1.30469
  44    -12       1       12352                 40  -0.9316   0.000  -2.7266 2.56250

Event Number : 12
Idx  PdgId  Status  StatusFlag  genPartIdxMother     eta    mass     phi      pt
---- ------ ------- ----------- ------------------ -------- ------- -------- -------
   0      2      21       10625                 -1 23360.0000   0.000   0.0000 0.00000
   1     -1      21       10625                 -1 -22848.0000   0.000   0.0000 0.00000
   2     24      22        4481                  0   1.4180  79.000   0.9238 210.50000
   3     25      22        4481                  0   0.4160 125.000  -2.2188 210.50000
   4     24      44         257                  2   1.4062  79.000   0.9238 208.00000
   5     25      44         257                  3   0.4385 125.000  -2.2188 217.50000
   6     24      44         257                  4   1.4062  79.000   0.9238 208.00000
   7     25      44         257                  5   0.4365 125.000  -2.2188 217.00000
   8     24      62       10497                  6   1.4219  79.000   0.9238 205.50000
   9     25      62       10497                  7   0.4277 125.000  -2.2188 217.50000
  10    -13      23       22913                  8   1.6836   0.000   0.6172 87.00000
  11     14      23        4481                  8   1.1367   0.000   1.1367 125.25000
  12    -13       1        8449                 10   1.6836   0.000   0.6172 87.00000
  13     22       1       12289                 10   1.6094   0.000   0.6328 0.00090
  14     14       1        8449                 11   1.1367   0.000   1.1367 125.25000
  15     35      22       14721                  9   0.6992  20.000  -2.0859 155.00000
  16     35      22       31105                  9  -0.3115  20.000  -2.5312 67.25000
  17      5      23       12673                 15   0.6621   0.000  -2.0391 119.50000
  18     -5      23       12673                 15   0.8066   0.000  -2.2500 36.12500
  19     22       1       12673                 16  -0.7051   0.000  -2.5781 22.62500
  20     22       1       12673                 16  -0.0889   0.000  -2.5078 44.50000
  21   -533       2       28675                 17   0.6660   5.422  -2.0391 108.50000
  22  -5232       2       12291                 17   0.7930   5.781  -2.2109 36.75000
  23      2      71        8193                 -1  -0.6777   0.000  -0.0703 0.63281
  24     -2      71        8193                 -1   4.3438   0.000   1.1562 1.43750
  25      2      71        8193                 -1   4.0469   0.000  -1.0703 0.62109
  26     -1      71        8193                 -1  -3.7812   0.000  -2.3828 3.55469
  27      2      71        8193                 -1   0.7227   0.000  -1.9531 1.54688
  28     21      71        8193                 -1   2.3906   0.000  -3.0312 9.78125
  29     21      71        8193                 -1   0.5781   0.000  -1.1094 6.25000
  30     21      71        8193                 -1  -5.7500   0.000  -0.3613 6.17188
  31     21      71        8193                 -1  -3.5625   0.000  -0.7031 5.12500
  32     -1      71        8193                 -1  -0.5645   0.000   1.9805 0.27539
  33   -531       2       12354                 21   0.6660   5.359  -2.0391 108.25000
  34  -4122       2       12354                 22   0.8047   2.289  -2.1406 14.37500
  35     11       1       12352                 23   1.2969   0.000   2.3125 0.04150
  36    -11       1       12352                 23   1.3242   0.000   2.1953 0.03094
  37     11       1       12352                 25   3.5156   0.000  -1.3906 0.00687
  38    -11       1       12352                 25   3.5625   0.000  -0.9219 0.10815
  39     11       1       12352                 27   2.5781   0.000   0.0798 0.01404
  40    -11       1       12352                 27   2.5000   0.000   0.0026 0.07935
  41   -433       2       28738                 33   0.6621   2.109  -2.0469 39.62500
  42    411       2       12354                 33   0.6543   0.000  -2.0547 33.25000
  43   -431       2       12354                 41   0.6602   1.969  -2.0469 38.37500

Event Number : 13
Idx  PdgId  Status  StatusFlag  genPartIdxMother     eta    mass     phi      pt
---- ------ ------- ----------- ------------------ -------- ------- -------- -------
   0      4      21       10625                  6 22848.0000   0.000   0.0000 0.00000
   1     -3      21       10625                 -1 -22912.0000   0.000   0.0000 0.00000
   2     24      22        4481                  0   0.1699  81.250  -0.7188 74.00000
   3     25      22        4481                  0  -0.3242 125.000   2.4219 74.00000
   4     24      44         257                  2   0.1436  81.250  -0.7051 73.50000
   5     25      44         257                  3  -0.3496 125.000   2.3984 74.50000
   6      4      41       20481                 -1 22976.0000   0.000   0.0000 0.00000
   7     24      44         257                  4   0.1218  81.250  -0.7129 76.00000
   8     25      44         257                  5  -0.3398 125.000   2.4062 72.00000
   9     24      44         257                  7   0.1230  81.250  -0.7246 75.75000
  10     25      44         257                  8  -0.3398 125.000   2.4219 72.25000
  11     24      62       10497                  9   0.1157  81.250  -0.7305 74.50000
  12     25      62       10497                 10  -0.3203 125.000   2.4297 74.50000
  13     22       1        8193                  6   3.2422   0.000   2.4062 5.15625
  14    -11      23       22913                 11  -0.5703   0.000  -1.2148 48.25000
  15     12      23        4481                 11   0.8613   0.000  -0.1135 38.75000
  16     12       1        8449                 15   0.8613   0.000  -0.1135 38.75000
  17    -11       1        8449                 14  -0.5703   0.000  -1.2148 47.62500
  18     22       1       12289                 14  -0.5703   0.000  -1.2148 0.66797
  19     22       1        8193                 14  -0.8457   0.000  -1.1641 0.04565
  20     35      22       14721                 12   0.0862  20.000   2.3047 98.50000
  21     35      22       31105                 12  -1.0430  20.000  -1.2031 26.43750
  22      5      23       22913                 20   0.2490   0.000   2.5391 26.37500
  23     -5      23        4481                 20   0.0255   0.000   2.2188 73.00000
  24     22       1       12673                 21  -1.0625   0.000  -0.6133 17.06250
  25     22       1       12673                 21  -0.6660   0.000  -1.8594 15.46875
  26   -431       2       12291                 -1   4.8281   1.969   1.1680 1.91797
  27      5      71        8449                 22   0.0590   0.000   2.1719 29.06250
  28     21      71        8193                 22   0.2007   0.000   2.5625 23.62500
  29     -5      71        8449                 23   0.0367   0.000   2.2344 42.00000
  30   -513       2       28675                 22   0.0659   5.328   2.2031 27.75000
  31    523       2       28675                 22   0.0400   5.328   2.2578 40.12500
  32   -511       2       12354                 30   0.0669   5.281   2.2031 27.37500
  33    521       2       12354                 31   0.0394   5.281   2.2578 39.87500
  34   -413       2       12354                 32   0.0070   2.008   2.1953 10.09375
  35     12       1       12352                 33   0.1284   0.000   2.1094 3.69531
  36    -11       1       12352                 33   0.0728   0.000   2.3516 19.75000
  37   -421       2       12354                 33  -0.0202   0.000   2.1719 16.62500
  38   -421       2       12354                 34   0.0040   0.000   2.2031 9.37500

Event Number : 14
Idx  PdgId  Status  StatusFlag  genPartIdxMother     eta    mass     phi      pt
---- ------ ------- ----------- ------------------ -------- ------- -------- -------
   0      2      21       10625                 -1 22912.0000   0.000   0.0000 0.00000
   1     -1      21       10625                 -1 -22912.0000   0.000   0.0000 0.00000
   2     24      22        4481                  0  -1.1016  79.750   0.0176 84.50000
   3     25      22        4481                  0   0.9980 125.000  -3.1250 84.50000
   4     24      44         257                  2  -1.0859  79.750   0.0130 83.75000
   5     25      44         257                  3   0.9551 125.000  -3.1016 89.75000
   6     24      44         257                  4  -1.0820  79.750   0.0113 83.00000
   7     25      44         257                  5   0.9199 125.000  -3.0938 93.50000
   8     24      44         257                  6  -1.0703  79.750  -0.0028 84.25000
   9     25      44         257                  7   0.9180 125.000  -3.0859 93.25000
  10     24      62       10497                  8  -1.0664  79.750   0.0027 84.75000
  11     25      62       10497                  9   0.9258 125.000  -3.0703 92.25000
  12    -11      23       22913                 10  -0.4805   0.000   1.0664 38.50000
  13     12      23        4481                 10  -1.0195   0.000  -0.4688 74.00000
  14    -11       1        8449                 12  -0.4805   0.000   1.0664 36.12500
  15     22       1       12289                 12  -0.4795   0.000   1.0742 2.41406
  16     12       1        8449                 13  -1.0195   0.000  -0.4688 74.00000
  17     35      22       14721                 11   0.4307  20.000   2.8203 103.75000
  18     35      22       31105                 11   1.0820  20.000  -1.4141 39.87500
  19      5      23       22913                 17   0.6387   0.000   2.6172 5.89062
  20     -5      23        4481                 17   0.4170   0.000   2.8281 98.00000
  21      5      51        8449                 19   0.6816   0.000   2.6562 7.40625
  22     -5      52        8449                 20   0.4170   0.000   2.8281 95.00000
  23     22       1       12673                 18   1.1211   0.000  -1.4258 39.25000
  24     22       1       12673                 18  -1.5430   0.000  -0.7578 0.79297
  25   -523       2       28675                 19   0.5371   5.328   2.6953 8.87500
  26    511       2       12291                 19   0.4111   5.281   2.8359 85.75000
  27   -521       2       12354                 25   0.5410   5.281   2.7031 8.84375
  28   -413       2       12354                 26   0.4121   2.008   2.8438 36.00000
  29    411       2       12354                 26   0.3936   0.000   2.8281 29.81250
  30    -16       1       12352                 27  -0.1006   0.000   1.6836 0.33691
  31     15       2       12354                 27   0.7129   0.000   2.6953 1.89844
  32   -421       2       12354                 28   0.4131   0.000   2.8438 33.62500
  33     16       1       12308                 31   0.8750   0.000   0.8730 0.14893
  34   -211       1       12308                 31   1.0664   0.000   2.9141 0.46680
  35   -211       1       12308                 31   0.6016   0.000   1.7812 0.59766
  36    211       1       12308                 31   0.2773   0.000   3.1328 1.23047
  37    413       2       12354                 27   0.4971   2.008   2.6641 6.17188
  38    421       2       12354                 37   0.4951   0.000   2.6719 5.81250
  39    -13       1       12352                 38   0.2422   0.000   1.8945 0.39551
  40     14       1       12352                 38   0.3115   0.000   2.9062 0.90625

Event Number : 15
Idx  PdgId  Status  StatusFlag  genPartIdxMother     eta    mass     phi      pt
---- ------ ------- ----------- ------------------ -------- ------- -------- -------
   0     -4      21       10625                  4 22784.0000   0.000   0.0000 0.00000
   1      1      21       10625                 -1 -24384.0000   0.000   0.0000 0.00000
   2    -24      22        4481                  0  -3.9375  81.250   0.0587 27.25000
   3     25      22        4481                  0  -4.1875 125.000  -3.0859 27.25000
   4     -4      41       16385                 -1  37.0000   0.000   0.0000 0.00000
   5    -24      44         257                  2  -3.9297  81.250   0.1160 25.81250
   6     25      44         257                  3  -4.0469 125.000   3.1172 30.00000
   7    -24      44         257                  5  -4.0156  81.250   0.0408 23.81250
   8     25      44         257                  6  -3.9688 125.000  -3.0859 32.50000
   9    -24      44         257                  7  -4.0000  81.250   0.0341 24.00000
  10     25      44         257                  8  -3.9766 125.000  -3.0781 32.12500
  11    -24      62       10497                  9  -3.9922  81.250   0.0302 24.18750
  12     25      62       10497                 10  -3.9844 125.000  -3.0703 31.75000
  13     13      23       22913                 11  -2.8125   0.000   1.1719 44.00000
  14    -14      23        4481                 11  -2.6719   0.000  -1.3945 40.50000
  15     13       1        8449                 13  -2.8203   0.000   1.1680 30.81250
  16     22       1       12289                 13  -2.8125   0.000   1.1758 13.18750
  17    -14       1        8449                 14  -2.6719   0.000  -1.3945 40.50000
  18     35      22       14721                 12  -2.5703  19.938  -2.9062 76.50000
  19     35      22       31105                 12  -2.7500  20.000   0.3428 45.50000
  20      5      23       22913                 18  -2.8828   0.000  -3.1406 17.87500
  21     -5      23        4481                 18  -2.4453   0.000  -2.8438 59.25000
  22     22       1       12673                 19  -1.2383   0.000   1.0820 2.64062
  23     22       1       12673                 19  -2.7812   0.000   0.3018 43.50000
  24     -5      71        8449                 21  -2.4609   0.000  -2.8438 42.12500
  25    523       2       28675                 20  -2.4531   5.328  -2.8438 41.50000
  26      5      71        8449                 20  -2.7578   0.000  -3.1250 23.00000
  27   -513       2       28675                 20  -2.7422   5.328  -3.0938 24.00000
  28    413       2       12291                 -1   2.1641   2.008   2.9297 0.88672
  29      1      71        8193                 -1   5.0312   0.000   2.3672 0.53516
  30     -2      71        8193                 -1  -6.1875   0.000   2.2266 0.89062
  31      2      71        8193                 -1  -1.0273   0.000  -2.0000 1.41406
  32     21      71        8193                 -1   2.0391   0.000  -1.1680 5.76562
  33     21      71        8193                 -1  -5.3750   0.000   0.8535 6.17188
  34     -1      71        8193                 -1   0.9551   0.000  -0.1372 1.47266
  35    521       2       12354                 25  -2.4531   5.281  -2.8438 41.50000
  36   -511       2       12354                 27  -2.7422   5.281  -3.0938 23.75000
  37    411       2       12354                 28   2.1641   0.000   2.9297 0.84961
  38     11       1       12352                 29  -2.3672   0.000  -0.8984 0.26172
  39    -11       1       12352                 29  -2.8359   0.000  -0.5742 0.00102
  40     11       1       12352                  4  -2.8906   0.000   2.0703 0.01678
  41    -11       1       12352                  4  -2.9844   0.000   2.0547 0.07202
  42     12       1       12352                 35  -2.4688   0.000  -2.8125 6.95312
  43    -11       1       12352                 35  -2.3438   0.000  -2.9297 14.25000
  44    413       2       12354                 36  -2.7031   2.008  -3.0703 6.64062
  45    -11       1       12352                 37   2.5391   0.000   1.3672 0.17969
  46     12       1       12352                 37   1.0352   0.000   1.6094 0.38867
  47   -423       2       12354                 35  -2.5000   2.008  -2.7734 17.81250
  48    421       2       12354                 44  -2.7031   0.000  -3.0625 6.25000
  49   -421       2       12354                 47  -2.5078   0.000  -2.7656 16.31250
  50    111       2       28738                 48  -2.8203   0.000  -2.5156 0.22656
  51     11       1       12352                 50  -2.1797   0.000  -1.4648 0.01178
  52    -11       1       12352                 50  -3.1875   0.000  -1.3711 0.03479

Event Number : 16
Idx  PdgId  Status  StatusFlag  genPartIdxMother     eta    mass     phi      pt
---- ------ ------- ----------- ------------------ -------- ------- -------- -------
   0     -2      21       14721                 -1 22848.0000   0.000   0.0000 0.00000
   1      1      21       10625                 -1 -22976.0000   0.000   0.0000 0.00000
   2    -24      22        4481                  0  -0.5020  82.000   0.5703 76.25000
   3     25      22        4481                  0  -1.2695 125.000  -2.5703 76.25000
   4    -24      44         257                  2  -0.4746  82.000   0.5117 71.75000
   5     25      44         257                  3  -1.2539 125.000  -2.5234 80.25000
   6    -24      44         257                  4  -0.5020  82.000   0.5176 69.50000
   7     25      44         257                  5  -1.2031 125.000  -2.5391 84.75000
   8    -24      44         257                  6  -0.5039  82.000   0.5137 69.75000
   9     25      44         257                  7  -1.2031 125.000  -2.5391 84.50000
  10    -24      62       10497                  8  -0.5059  82.000   0.5078 69.75000
  11     25      62       10497                  9  -1.1953 125.000  -2.5312 85.00000
  12     15      23       22913                 10  -0.2793   0.000  -0.1299 65.00000
  13    -16      23        4481                 10  -0.4209   0.000   1.6523 42.50000
  14     15       2        8451                 12  -0.2793   0.000  -0.1299 65.00000
  15     22       1       12289                 12  -0.3027   0.000  -0.1294 0.00000
  16    -16       1        8449                 13  -0.4209   0.000   1.6523 42.50000
  17     35      22       14721                 11  -1.0859  20.000   0.1084 30.25000
  18     35      22       31105                 11  -0.7188  20.000  -2.6562 112.25000
  19      5      23       22913                 17  -1.9180   0.000  -1.4727 2.45312
  20     -5      23        4481                 17  -0.9102   0.000   0.1890 30.37500
  21     22       1       12673                 18  -0.8945   0.000  -2.3828 25.00000
  22     22       1       12673                 18  -0.6562   0.000  -2.7344 88.50000
  23      5      71        8449                 19  -2.8281   0.000  -1.0625 0.54297
  24   -513       2       28675                 19  -2.1250   5.328  -0.7520 1.36328
  25     -5      71        8449                 20  -0.9121   0.000   0.1880 27.06250
  26    511       2       12291                 19  -0.9219   5.281   0.1865 26.31250
  27      2      71        8193                 -1   9.5312   0.000   2.0781 0.24365
  28     -2      71        8193                 -1  -5.8125   0.000   2.8516 0.49023
  29     16       1       13884                 14  -0.2930   0.000  -0.1367 43.75000
  30    111       2       30270                 14  -0.2388   0.000  -0.1243 15.28125
  31   -211       1       13884                 14  -0.2852   0.000  -0.0938 5.90625
  32   -511       2       12354                 24  -2.1094   5.281  -0.7637 1.39062
  33   4214       2       12354                 26  -0.9336   2.531   0.0728 9.56250
  34     11       1       12352                 27  -2.7734   0.000   2.2109 0.00668
  35    -11       1       12352                 27  -0.9863   0.000   2.1328 0.01489
  36     22       1       12876                 30  -0.1660   0.000  -0.1577 0.18506
  37     22       1       12876                 30  -0.2393   0.000  -0.1238 15.09375
  38    413       2       12354                 32  -1.6953   2.008  -1.0156 0.94336
  39   -413       2       12354                 32  -1.5234   2.008   0.2197 1.14844
  40   4122       2       12354                 33  -0.9180   2.289   0.0577 8.46875
  41    411       2       12354                 38  -1.6562   0.000  -1.0156 0.91211
  42   -421       2       12354                 39  -1.5234   0.000   0.1860 1.05469
  43    -13       1       12352                 40  -1.0469   0.000   0.2178 2.39844
  44     14       1       12352                 40  -0.7090   0.000   0.0480 2.60938

Event Number : 17
Idx  PdgId  Status  StatusFlag  genPartIdxMother     eta    mass     phi      pt
---- ------ ------- ----------- ------------------ -------- ------- -------- -------
   0     -1      21       10625                 -1 23232.0000   0.000   0.0000 0.00000
   1      2      21       10625                 -1 -22784.0000   0.000   0.0000 0.00000
   2     24      22        4481                  0   2.0078  79.250   0.7969 83.50000
   3     25      22        4481                  0   1.3008 125.000  -2.3438 83.50000
   4     24      44         257                  2   1.9688  79.250   0.8770 79.50000
   5     25      44         257                  3   1.2383 125.000  -2.5469 98.50000
   6     24      44       16641                  4   2.1172  79.250   0.8516 68.75000
   7     25      44         257                  5   1.1836 125.000  -2.5156 104.75000
   8     24      51         257                  6   2.1172  79.250   0.8535 68.75000
   9     24      62       10497                  8   2.1328  79.250   0.8516 68.25000
  10     25      62       10497                  7   1.1797 125.000  -2.5234 104.50000
  11     22       1        8193                  6   0.5215   0.000  -1.4023 0.07446
  12    -11       1       12673                  9   2.3438   0.000   1.2539 50.00000
  13     12       1       12673                  9   0.7559   0.000   0.1265 29.56250
  14     35      22       14721                 10   0.4648  20.000  -2.5234 106.00000
  15     35      22       31105                 10   5.0000  20.000   0.7559 1.38281
  16      5      23       12673                 14   0.6445   0.000  -2.3672 33.50000
  17     -5      23       12673                 14   0.3730   0.000  -2.5938 73.00000
  18     22       1       12673                 15   3.3047   0.000  -1.1484 6.53125
  19     22       1       12673                 15   1.4336   0.000   1.8086 7.09375
  20     21      73           1                 -1   3.5312   0.000   1.0586 16.12500
  21      3      71        8193                 -1  -1.9180   0.000  -2.1641 1.71094
  22     -1      71        8193                 -1  -1.5938   0.000   1.4609 1.40234
  23      3      71        8193                 -1  -3.4297   0.000  -2.2656 0.31445
  24     -1      71        8193                 -1  -3.3672   0.000  -1.1328 3.85156
  25   -521       2       12291                 16   0.6191   5.281  -2.3906 35.62500
  26    513       2       28675                 16   0.3750   5.328  -2.5859 70.50000
  27      3      71        8193                 -1   3.9297   0.000   1.3125 1.25000
  28     21      71        8193                 20   3.5312   0.000   1.0586 16.12500
  29     -1      71        8193                 -1   1.9961   0.000   1.3633 2.96875
  30      2      71        8193                 -1  -3.6484   0.000   2.8906 1.14062
  31     -1      71        8193                 -1  -5.1562   0.000  -0.6426 0.54297
  32      2      71        8193                 -1   6.8125   0.000  -2.2812 0.51758
  33     -1      71        8193                 -1  -4.7969   0.000  -2.2891 0.53906
  34     11       1       12352                 21  -1.2305   0.000  -0.8633 0.16748
  35    -11       1       12352                 21  -1.2266   0.000  -0.9121 0.13477
  36     11       1       12352                 23  -3.7812   0.000  -3.0234 0.00661
  37    -11       1       12352                 23  -4.3125   0.000   3.1328 0.00687
  38    423       2       12354                 25   0.6191   2.008  -2.3906 12.50000
  39    511       2       12354                 26   0.3750   5.281  -2.5859 70.25000
  40     11       1       12352                 27   3.8438   0.000   1.1758 0.05591
  41    -11       1       12352                 27   3.8359   0.000   1.1836 0.08594
  42    421       2       12354                 38   0.6191   0.000  -2.3906 11.34375
  43    431       2       12354                 39   0.3711   1.969  -2.5391 35.37500
  44   -413       2       12354                 39   0.3779   2.008  -2.6406 34.87500
  45     11       1       12352                 27   3.6094   0.000   0.9980 0.39746
  46    -11       1       12352                 27   3.6094   0.000   0.9863 0.18164
  47     11       1       12352                 30  -4.6562   0.000  -2.1016 0.04163
  48    -11       1       12352                 30  -4.2969   0.000  -3.0703 0.01263
  49     11       1       12352                 32  -2.8750   0.000   2.6953 0.05457
  50    -11       1       12352                 32  -2.7422   0.000  -1.8711 0.01431
  51    -13       1       12352                 42   0.7031   0.000  -2.4688 2.52344
  52     14       1       12352                 42   0.5547   0.000  -1.5625 0.35449
  53   -411       2       12354                 44   0.3779   0.000  -2.6406 32.75000

Event Number : 18
Idx  PdgId  Status  StatusFlag  genPartIdxMother     eta    mass     phi      pt
---- ------ ------- ----------- ------------------ -------- ------- -------- -------
   0      1      21       10625                 -1 23168.0000   0.000   0.0000 0.00000
   1     -2      21       10625                 -1 -22784.0000   0.000   0.0000 0.00000
   2    -24      22        4481                  0   0.9004  79.500  -1.6484 101.50000
   3     25      22        4481                  0   1.6172 125.000   1.4922 101.50000
   4    -24      44         257                  2   0.9043  79.500  -1.6367 101.25000
   5     25      44         257                  3   1.6172 125.000   1.4648 101.75000
   6    -24      44         257                  4   0.9023  79.500  -1.6484 101.25000
   7     25      44         257                  5   1.6172 125.000   1.4766 101.75000
   8    -24      62       10497                  6   0.8984  79.500  -1.6562 102.00000
   9     25      62       10497                  7   1.6289 125.000   1.4844 100.50000
  10     13      23       22913                  8   1.4180   0.000  -1.1758 45.25000
  11    -14      23        4481                  8   0.2485   0.000  -1.9805 65.25000
  12     13       1        8449                 10   1.4180   0.000  -1.1719 40.75000
  13     22       1       12289                 10   1.4414   0.000  -1.2305 4.51562
  14    -14       1        8449                 11   0.2485   0.000  -1.9805 65.25000
  15     35      22       14721                  9   0.9141  20.000   0.5957 69.25000
  16     35      22       31105                  9   1.5352  20.000   2.2422 78.25000
  17      5      23       12673                 15   0.9844   0.000   0.6094 58.62500
  18     -5      23       12673                 15   0.4473   0.000   0.5137 10.75000
  19     22       1       12673                 16   1.5547   0.000   2.0781 54.12500
  20     22       1       12673                 16   1.4141   0.000   2.5938 26.43750
