# File used : 86D3D6A3-EE02-5849-8FC0-C89B9BE7D930.root


Event Number : 1583
Idx  PdgId  Status  StatusFlag  genPartIdxMother     eta    mass     phi      pt
  34   -521       2       12354                 24  -2.5547   5.281  -2.8125 18.06250
  35    531       2       12354                 25  -2.2031   5.359   2.4609 51.37500
  36     22       1       12352                 33  -2.3516   0.000  -0.7422 10.50000
  37     11       1       12352                 26  -3.2188   0.000   2.2422 0.00113
  38    -11       1       12352                 26  -3.8203   0.000   0.9336 0.06396
  39    -14       1       12352                 34  -2.4297   0.000  -2.8203 11.18750
  40     13       1       12352                 34  -2.4219   0.000  -2.1719 1.38672
  41    421       2       12354                 34  -2.7344   0.000  -2.9453 5.79688
  42    -16       1       12352                 35  -2.1953   0.000   2.4766 15.46875
  43     15       2       28738                 35  -2.1562   0.000   2.5078 10.59375
  44    433       2       28738                 35  -2.2266   2.109   2.4375 25.31250
  45    -11       1       12352                 41  -2.6562   0.000  -2.7500 1.92969
  46     12       1       12352                 41  -2.0234   0.000  -0.7246 0.06738
  47     16       1       12308                 43  -1.8359   0.000   2.3125 0.52539
  48     22       1       12308                 43  -2.2969   0.000   2.5859 2.56250
  49    111       2       28694                 43  -2.1094   0.000   2.5391 6.73438
  50   -211       1       12308                 43  -2.1641   0.000   2.1328 0.83203
  51    431       2       12354                 44  -2.2266   1.969   2.4297 22.31250
