
Event 0
              b [5] (status=23) pt=16.50, eta=2.03, phi=-1.33, mass=0.00
                b [5] (status=71) pt=14.06, eta=2.04, phi=-1.24, mass=0.00
                B*~0 [-513] (status=2) pt=12.75, eta=2.01, phi=-1.23, mass=5.33
                  B~0 [-511] (status=2) pt=12.53, eta=2.01, phi=-1.23, mass=5.28
                    D(s)*- [-433] (status=2) pt=6.05, eta=2.23, phi=-1.11, mass=2.11
                      D(s)- [-431] (status=2) pt=5.27, eta=2.23, phi=-1.11, mass=1.97
                    D+ [411] (status=2) pt=6.58, eta=1.74, phi=-1.34, mass=0.00
                Sigma(b)*~- [-5224] (status=2) pt=21.00, eta=0.29, phi=1.48, mass=5.83
                  Lambda(b)~0 [-5122] (status=2) pt=20.00, eta=0.29, phi=1.48, mass=5.62
                    D*(2007)~0 [-423] (status=2) pt=7.98, eta=0.24, phi=1.43, mass=2.01
                      D~0 [-421] (status=2) pt=7.34, eta=0.24, phi=1.43, mass=0.00
              b~ [-5] (status=23) pt=26.50, eta=0.26, phi=1.48, mass=0.00
                b~ [-5] (status=73) pt=25.69, eta=0.28, phi=1.46, mass=0.00
                  b~ [-5] (status=71) pt=25.69, eta=0.28, phi=1.46, mass=0.00

Event 6
g [21] (status=21) pt=0.00, eta=22912.00, phi=0.00, mass=0.00
  H0 [25] (status=22) pt=0.00, eta=39.25, phi=1.57, mass=125.00
    H0 [25] (status=44) pt=23.06, eta=2.27, phi=-0.41, mass=125.00
      H0 [25] (status=44) pt=17.94, eta=2.49, phi=-0.34, mass=125.00
        H0 [25] (status=44) pt=17.81, eta=2.50, phi=-0.30, mass=125.00
          H0 [25] (status=62) pt=16.88, eta=2.55, phi=-0.30, mass=125.00
            35 [35] (status=22) pt=18.38, eta=1.51, phi=-1.00, mass=60.00
              gamma [22] (status=1) pt=30.31, eta=0.27, phi=0.20, mass=0.00
              gamma [22] (status=1) pt=29.25, eta=0.92, phi=-2.31, mass=0.00
            35 [35] (status=22) pt=12.12, eta=2.44, phi=1.03, mass=60.00
              b [5] (status=23) pt=16.50, eta=2.03, phi=-1.33, mass=0.00
                b [5] (status=71) pt=14.06, eta=2.04, phi=-1.24, mass=0.00
                B*~0 [-513] (status=2) pt=12.75, eta=2.01, phi=-1.23, mass=5.33
                  B~0 [-511] (status=2) pt=12.53, eta=2.01, phi=-1.23, mass=5.28
                    D(s)*- [-433] (status=2) pt=6.05, eta=2.23, phi=-1.11, mass=2.11
                      D(s)- [-431] (status=2) pt=5.27, eta=2.23, phi=-1.11, mass=1.97
                    D+ [411] (status=2) pt=6.58, eta=1.74, phi=-1.34, mass=0.00
                Sigma(b)*~- [-5224] (status=2) pt=21.00, eta=0.29, phi=1.48, mass=5.83
                  Lambda(b)~0 [-5122] (status=2) pt=20.00, eta=0.29, phi=1.48, mass=5.62
                    D*(2007)~0 [-423] (status=2) pt=7.98, eta=0.24, phi=1.43, mass=2.01
                      D~0 [-421] (status=2) pt=7.34, eta=0.24, phi=1.43, mass=0.00
              b~ [-5] (status=23) pt=26.50, eta=0.26, phi=1.48, mass=0.00
                b~ [-5] (status=73) pt=25.69, eta=0.28, phi=1.46, mass=0.00
                  b~ [-5] (status=71) pt=25.69, eta=0.28, phi=1.46, mass=0.00

Event 7
g [21] (status=21) pt=0.00, eta=22784.00, phi=0.00, mass=0.00
  H0 [25] (status=22) pt=0.00, eta=-40.75, phi=-1.57, mass=125.00
    H0 [25] (status=44) pt=36.50, eta=-3.17, phi=-0.82, mass=125.00
      H0 [25] (status=44) pt=45.12, eta=-2.95, phi=-1.14, mass=125.00
        H0 [25] (status=44) pt=64.50, eta=-2.60, phi=-0.95, mass=125.00
          H0 [25] (status=44) pt=64.50, eta=-2.59, phi=-0.95, mass=125.00
            H0 [25] (status=62) pt=64.25, eta=-2.60, phi=-0.95, mass=125.00
              35 [35] (status=22) pt=34.50, eta=-2.65, phi=-1.40, mass=60.00
                gamma [22] (status=1) pt=45.75, eta=-2.20, phi=-1.00, mass=0.00
                gamma [22] (status=1) pt=19.56, eta=-1.44, phi=2.92, mass=0.00
              35 [35] (status=22) pt=36.50, eta=-2.34, phi=-0.53, mass=60.00
                b [5] (status=23) pt=32.25, eta=-2.23, phi=-1.36, mass=0.00
                  b [5] (status=52) pt=26.12, eta=-2.23, phi=-1.36, mass=0.00
                b~ [-5] (status=23) pt=28.19, eta=-1.15, phi=0.49, mass=0.00
                  b~ [-5] (status=52) pt=31.75, eta=-1.28, phi=0.29, mass=0.00
                  B*- [-523] (status=2) pt=25.81, eta=-2.25, phi=-1.38, mass=5.33
                    B- [-521] (status=2) pt=25.56, eta=-2.25, phi=-1.38, mass=5.28
                      D*(2007)0 [423] (status=2) pt=13.47, eta=-2.17, phi=-1.52, mass=2.01
                        D0 [421] (status=2) pt=12.38, eta=-2.17, phi=-1.52, mass=0.00
                          mu+ [-13] (status=1) pt=1.29, eta=-1.94, phi=-1.70, mass=0.00
                          nu(mu) [14] (status=1) pt=1.30, eta=-2.35, phi=-1.75, mass=0.00
                  B*0 [513] (status=2) pt=28.12, eta=-1.29, phi=0.29, mass=5.33
                    B0 [511] (status=2) pt=27.81, eta=-1.29, phi=0.29, mass=5.28
                      D*(2007)0 [423] (status=2) pt=8.66, eta=-1.26, phi=0.25, mass=2.01
                        D0 [421] (status=2) pt=8.12, eta=-1.26, phi=0.25, mass=0.00
                      D*(2010)- [-413] (status=2) pt=13.44, eta=-1.31, phi=0.35, mass=2.01
                        D~0 [-421] (status=2) pt=12.22, eta=-1.31, phi=0.35, mass=0.00

Event 7
g [21] (status=21) pt=0.00, eta=22784.00, phi=0.00, mass=0.00
  H0 [25] (status=22) pt=0.00, eta=-40.75, phi=-1.57, mass=125.00
    H0 [25] (status=44) pt=36.50, eta=-3.17, phi=-0.82, mass=125.00
      H0 [25] (status=44) pt=45.12, eta=-2.95, phi=-1.14, mass=125.00
        H0 [25] (status=44) pt=64.50, eta=-2.60, phi=-0.95, mass=125.00
          H0 [25] (status=44) pt=64.50, eta=-2.59, phi=-0.95, mass=125.00
            H0 [25] (status=62) pt=64.25, eta=-2.60, phi=-0.95, mass=125.00
              35 [35] (status=22) pt=34.50, eta=-2.65, phi=-1.40, mass=60.00
                gamma [22] (status=1) pt=45.75, eta=-2.20, phi=-1.00, mass=0.00
                gamma [22] (status=1) pt=19.56, eta=-1.44, phi=2.92, mass=0.00
              35 [35] (status=22) pt=36.50, eta=-2.34, phi=-0.53, mass=60.00
                b [5] (status=23) pt=32.25, eta=-2.23, phi=-1.36, mass=0.00
                  b [5] (status=52) pt=26.12, eta=-2.23, phi=-1.36, mass=0.00
                b~ [-5] (status=23) pt=28.19, eta=-1.15, phi=0.49, mass=0.00
                  b~ [-5] (status=52) pt=31.75, eta=-1.28, phi=0.29, mass=0.00
                  B*- [-523] (status=2) pt=25.81, eta=-2.25, phi=-1.38, mass=5.33
                    B- [-521] (status=2) pt=25.56, eta=-2.25, phi=-1.38, mass=5.28
                      D*(2007)0 [423] (status=2) pt=13.47, eta=-2.17, phi=-1.52, mass=2.01
                        D0 [421] (status=2) pt=12.38, eta=-2.17, phi=-1.52, mass=0.00
                          mu+ [-13] (status=1) pt=1.29, eta=-1.94, phi=-1.70, mass=0.00
                          nu(mu) [14] (status=1) pt=1.30, eta=-2.35, phi=-1.75, mass=0.00
                  B*0 [513] (status=2) pt=28.12, eta=-1.29, phi=0.29, mass=5.33
                    B0 [511] (status=2) pt=27.81, eta=-1.29, phi=0.29, mass=5.28
                      D*(2007)0 [423] (status=2) pt=8.66, eta=-1.26, phi=0.25, mass=2.01
                        D0 [421] (status=2) pt=8.12, eta=-1.26, phi=0.25, mass=0.00
                      D*(2010)- [-413] (status=2) pt=13.44, eta=-1.31, phi=0.35, mass=2.01
                        D~0 [-421] (status=2) pt=12.22, eta=-1.31, phi=0.35, mass=0.00

Event 8
g [21] (status=21) pt=0.00, eta=23168.00, phi=0.00, mass=0.00
  H0 [25] (status=22) pt=0.00, eta=39.88, phi=-0.46, mass=125.00
    H0 [25] (status=44) pt=35.38, eta=3.16, phi=1.30, mass=125.00
      H0 [25] (status=44) pt=38.12, eta=3.09, phi=1.34, mass=125.00
        H0 [25] (status=44) pt=28.06, eta=3.40, phi=1.34, mass=125.00
          H0 [25] (status=44) pt=28.19, eta=3.40, phi=1.34, mass=125.00
            H0 [25] (status=62) pt=28.06, eta=3.40, phi=1.35, mass=125.00
              35 [35] (status=22) pt=22.06, eta=2.99, phi=2.25, mass=60.00
                gamma [22] (status=1) pt=42.50, eta=1.86, phi=2.39, mass=0.00
                gamma [22] (status=1) pt=20.94, eta=2.11, phi=-0.60, mass=0.00
              35 [35] (status=22) pt=22.50, eta=2.89, phi=0.47, mass=60.00
                b [5] (status=23) pt=15.62, eta=0.60, phi=-0.33, mass=0.00
                  B*~0 [-513] (status=2) pt=12.97, eta=0.65, phi=-0.31, mass=5.33
                    B~0 [-511] (status=2) pt=12.78, eta=0.65, phi=-0.32, mass=5.28
                      D*(2010)+ [413] (status=2) pt=2.91, eta=1.01, phi=-0.32, mass=2.01
                        D0 [421] (status=2) pt=2.71, eta=1.00, phi=-0.33, mass=0.00
                  B*+ [523] (status=2) pt=13.53, eta=3.19, phi=1.25, mass=5.33
                    B+ [521] (status=2) pt=13.31, eta=3.19, phi=1.25, mass=5.28
                      nu(mu) [14] (status=1) pt=4.52, eta=3.28, phi=1.07, mass=0.00
                      mu+ [-13] (status=1) pt=4.89, eta=3.00, phi=1.22, mass=0.00
                      D*(2007)~0 [-423] (status=2) pt=3.83, eta=3.27, phi=1.54, mass=2.01
                        D~0 [-421] (status=2) pt=3.52, eta=3.28, phi=1.54, mass=0.00
                b~ [-5] (status=23) pt=16.19, eta=3.17, phi=1.24, mass=0.00

Event 8
g [21] (status=21) pt=0.00, eta=23168.00, phi=0.00, mass=0.00
  H0 [25] (status=22) pt=0.00, eta=39.88, phi=-0.46, mass=125.00
    H0 [25] (status=44) pt=35.38, eta=3.16, phi=1.30, mass=125.00
      H0 [25] (status=44) pt=38.12, eta=3.09, phi=1.34, mass=125.00
        H0 [25] (status=44) pt=28.06, eta=3.40, phi=1.34, mass=125.00
          H0 [25] (status=44) pt=28.19, eta=3.40, phi=1.34, mass=125.00
            H0 [25] (status=62) pt=28.06, eta=3.40, phi=1.35, mass=125.00
              35 [35] (status=22) pt=22.06, eta=2.99, phi=2.25, mass=60.00
                gamma [22] (status=1) pt=42.50, eta=1.86, phi=2.39, mass=0.00
                gamma [22] (status=1) pt=20.94, eta=2.11, phi=-0.60, mass=0.00
              35 [35] (status=22) pt=22.50, eta=2.89, phi=0.47, mass=60.00
                b [5] (status=23) pt=15.62, eta=0.60, phi=-0.33, mass=0.00
                  B*~0 [-513] (status=2) pt=12.97, eta=0.65, phi=-0.31, mass=5.33
                    B~0 [-511] (status=2) pt=12.78, eta=0.65, phi=-0.32, mass=5.28
                      D*(2010)+ [413] (status=2) pt=2.91, eta=1.01, phi=-0.32, mass=2.01
                        D0 [421] (status=2) pt=2.71, eta=1.00, phi=-0.33, mass=0.00
                  B*+ [523] (status=2) pt=13.53, eta=3.19, phi=1.25, mass=5.33
                    B+ [521] (status=2) pt=13.31, eta=3.19, phi=1.25, mass=5.28
                      nu(mu) [14] (status=1) pt=4.52, eta=3.28, phi=1.07, mass=0.00
                      mu+ [-13] (status=1) pt=4.89, eta=3.00, phi=1.22, mass=0.00
                      D*(2007)~0 [-423] (status=2) pt=3.83, eta=3.27, phi=1.54, mass=2.01
                        D~0 [-421] (status=2) pt=3.52, eta=3.28, phi=1.54, mass=0.00
                b~ [-5] (status=23) pt=16.19, eta=3.17, phi=1.24, mass=0.00

Event 9
g [21] (status=21) pt=0.00, eta=22848.00, phi=0.00, mass=0.00
  H0 [25] (status=22) pt=67.00, eta=-0.20, phi=-1.81, mass=125.00
    H0 [25] (status=44) pt=66.00, eta=-0.17, phi=-2.21, mass=125.00
      H0 [25] (status=44) pt=66.00, eta=-0.16, phi=-2.18, mass=125.00
        H0 [25] (status=44) pt=66.50, eta=-0.16, phi=-2.18, mass=125.00
          H0 [25] (status=62) pt=66.50, eta=-0.16, phi=-2.18, mass=125.00
            35 [35] (status=22) pt=30.50, eta=-0.21, phi=-2.74, mass=60.00
              gamma [22] (status=1) pt=32.88, eta=0.58, phi=-2.37, mass=0.00
              gamma [22] (status=1) pt=11.97, eta=-1.54, phi=1.96, mass=0.00
            35 [35] (status=22) pt=43.62, eta=-0.10, phi=-1.80, mass=60.00
              b [5] (status=23) pt=10.84, eta=-1.11, phi=1.57, mass=0.00
                b [5] (status=71) pt=9.72, eta=-1.12, phi=1.57, mass=0.00
              b~ [-5] (status=23) pt=54.25, eta=0.19, phi=-1.76, mass=0.00
                b~ [-5] (status=71) pt=46.00, eta=0.25, phi=-1.76, mass=0.00
                B*- [-523] (status=2) pt=7.97, eta=-1.14, phi=1.59, mass=5.33
                  B- [-521] (status=2) pt=7.98, eta=-1.14, phi=1.59, mass=5.28
                    D*(2007)0 [423] (status=2) pt=4.05, eta=-1.40, phi=1.35, mass=2.01
                      D0 [421] (status=2) pt=3.72, eta=-1.41, phi=1.35, mass=0.00
                        mu+ [-13] (status=1) pt=2.55, eta=-1.41, phi=1.10, mass=0.00
                        nu(mu) [14] (status=1) pt=0.35, eta=-1.50, phi=1.34, mass=0.00
                B*+ [523] (status=2) pt=45.25, eta=0.24, phi=-1.77, mass=5.33
                  B+ [521] (status=2) pt=44.75, eta=0.24, phi=-1.77, mass=5.28
                    D~0 [-421] (status=2) pt=16.12, eta=0.30, phi=-1.85, mass=0.00
                      mu- [13] (status=1) pt=9.22, eta=0.25, phi=-1.80, mass=0.00
                      nu(mu)~ [-14] (status=1) pt=0.98, eta=0.51, phi=-2.19, mass=0.00
  d [1] (status=23) pt=67.00, eta=-1.74, phi=1.33, mass=0.00
    d [1] (status=71) pt=14.56, eta=-1.70, phi=1.38, mass=0.00
    g [21] (status=71) pt=52.75, eta=-1.66, phi=1.41, mass=0.00

Event 9
g [21] (status=21) pt=0.00, eta=22848.00, phi=0.00, mass=0.00
  H0 [25] (status=22) pt=67.00, eta=-0.20, phi=-1.81, mass=125.00
    H0 [25] (status=44) pt=66.00, eta=-0.17, phi=-2.21, mass=125.00
      H0 [25] (status=44) pt=66.00, eta=-0.16, phi=-2.18, mass=125.00
        H0 [25] (status=44) pt=66.50, eta=-0.16, phi=-2.18, mass=125.00
          H0 [25] (status=62) pt=66.50, eta=-0.16, phi=-2.18, mass=125.00
            35 [35] (status=22) pt=30.50, eta=-0.21, phi=-2.74, mass=60.00
              gamma [22] (status=1) pt=32.88, eta=0.58, phi=-2.37, mass=0.00
              gamma [22] (status=1) pt=11.97, eta=-1.54, phi=1.96, mass=0.00
            35 [35] (status=22) pt=43.62, eta=-0.10, phi=-1.80, mass=60.00
              b [5] (status=23) pt=10.84, eta=-1.11, phi=1.57, mass=0.00
                b [5] (status=71) pt=9.72, eta=-1.12, phi=1.57, mass=0.00
              b~ [-5] (status=23) pt=54.25, eta=0.19, phi=-1.76, mass=0.00
                b~ [-5] (status=71) pt=46.00, eta=0.25, phi=-1.76, mass=0.00
                B*- [-523] (status=2) pt=7.97, eta=-1.14, phi=1.59, mass=5.33
                  B- [-521] (status=2) pt=7.98, eta=-1.14, phi=1.59, mass=5.28
                    D*(2007)0 [423] (status=2) pt=4.05, eta=-1.40, phi=1.35, mass=2.01
                      D0 [421] (status=2) pt=3.72, eta=-1.41, phi=1.35, mass=0.00
                        mu+ [-13] (status=1) pt=2.55, eta=-1.41, phi=1.10, mass=0.00
                        nu(mu) [14] (status=1) pt=0.35, eta=-1.50, phi=1.34, mass=0.00
                B*+ [523] (status=2) pt=45.25, eta=0.24, phi=-1.77, mass=5.33
                  B+ [521] (status=2) pt=44.75, eta=0.24, phi=-1.77, mass=5.28
                    D~0 [-421] (status=2) pt=16.12, eta=0.30, phi=-1.85, mass=0.00
                      mu- [13] (status=1) pt=9.22, eta=0.25, phi=-1.80, mass=0.00
                      nu(mu)~ [-14] (status=1) pt=0.98, eta=0.51, phi=-2.19, mass=0.00
  d [1] (status=23) pt=67.00, eta=-1.74, phi=1.33, mass=0.00
    d [1] (status=71) pt=14.56, eta=-1.70, phi=1.38, mass=0.00
    g [21] (status=71) pt=52.75, eta=-1.66, phi=1.41, mass=0.00

Event 10
g [21] (status=21) pt=0.00, eta=22784.00, phi=0.00, mass=0.00
  H0 [25] (status=22) pt=0.00, eta=-41.75, phi=3.14, mass=125.00
    H0 [25] (status=44) pt=14.75, eta=-4.44, phi=-2.98, mass=125.00
      H0 [25] (status=44) pt=19.69, eta=-4.14, phi=2.64, mass=125.00
        H0 [25] (status=44) pt=17.00, eta=-4.28, phi=2.58, mass=125.00
          H0 [25] (status=62) pt=17.31, eta=-4.27, phi=2.49, mass=125.00
            35 [35] (status=22) pt=11.31, eta=-3.93, phi=-1.67, mass=60.00
              gamma [22] (status=23) pt=26.75, eta=-1.88, phi=2.89, mass=0.00
                gamma [22] (status=1) pt=26.75, eta=-1.88, phi=2.89, mass=0.00
              gamma [22] (status=23) pt=30.62, eta=-2.59, phi=-0.62, mass=0.00
                mu- [13] (status=1) pt=22.25, eta=-2.58, phi=-0.64, mass=0.00
                mu+ [-13] (status=1) pt=8.38, eta=-2.63, phi=-0.60, mass=0.00
            35 [35] (status=22) pt=25.19, eta=-3.27, phi=2.10, mass=60.00
              b [5] (status=23) pt=23.81, eta=-2.64, phi=-2.36, mass=0.00
                b [5] (status=71) pt=18.00, eta=-2.88, phi=-2.47, mass=0.00
                B- [-521] (status=2) pt=15.12, eta=-2.85, phi=-2.45, mass=5.28
                  D0 [421] (status=2) pt=3.84, eta=-2.84, phi=-2.38, mass=0.00
                B*0 [513] (status=2) pt=34.62, eta=-2.16, phi=1.48, mass=5.33
                  B0 [511] (status=2) pt=34.25, eta=-2.16, phi=1.48, mass=5.28
                    nu(e) [12] (status=1) pt=7.84, eta=-1.97, phi=1.43, mass=0.00
                    e+ [-11] (status=1) pt=3.25, eta=-2.12, phi=1.76, mass=0.00
                    D*(2010)- [-413] (status=2) pt=23.31, eta=-2.22, phi=1.46, mass=2.01
                      D~0 [-421] (status=2) pt=22.00, eta=-2.21, phi=1.46, mass=0.00
              b~ [-5] (status=23) pt=38.75, eta=-2.14, phi=1.46, mass=0.00
                b~ [-5] (status=71) pt=36.50, eta=-2.15, phi=1.46, mass=0.00

Event 10
g [21] (status=21) pt=0.00, eta=22784.00, phi=0.00, mass=0.00
  H0 [25] (status=22) pt=0.00, eta=-41.75, phi=3.14, mass=125.00
    H0 [25] (status=44) pt=14.75, eta=-4.44, phi=-2.98, mass=125.00
      H0 [25] (status=44) pt=19.69, eta=-4.14, phi=2.64, mass=125.00
        H0 [25] (status=44) pt=17.00, eta=-4.28, phi=2.58, mass=125.00
          H0 [25] (status=62) pt=17.31, eta=-4.27, phi=2.49, mass=125.00
            35 [35] (status=22) pt=11.31, eta=-3.93, phi=-1.67, mass=60.00
              gamma [22] (status=23) pt=26.75, eta=-1.88, phi=2.89, mass=0.00
                gamma [22] (status=1) pt=26.75, eta=-1.88, phi=2.89, mass=0.00
              gamma [22] (status=23) pt=30.62, eta=-2.59, phi=-0.62, mass=0.00
                mu- [13] (status=1) pt=22.25, eta=-2.58, phi=-0.64, mass=0.00
                mu+ [-13] (status=1) pt=8.38, eta=-2.63, phi=-0.60, mass=0.00
            35 [35] (status=22) pt=25.19, eta=-3.27, phi=2.10, mass=60.00
              b [5] (status=23) pt=23.81, eta=-2.64, phi=-2.36, mass=0.00
                b [5] (status=71) pt=18.00, eta=-2.88, phi=-2.47, mass=0.00
                B- [-521] (status=2) pt=15.12, eta=-2.85, phi=-2.45, mass=5.28
                  D0 [421] (status=2) pt=3.84, eta=-2.84, phi=-2.38, mass=0.00
                B*0 [513] (status=2) pt=34.62, eta=-2.16, phi=1.48, mass=5.33
                  B0 [511] (status=2) pt=34.25, eta=-2.16, phi=1.48, mass=5.28
                    nu(e) [12] (status=1) pt=7.84, eta=-1.97, phi=1.43, mass=0.00
                    e+ [-11] (status=1) pt=3.25, eta=-2.12, phi=1.76, mass=0.00
                    D*(2010)- [-413] (status=2) pt=23.31, eta=-2.22, phi=1.46, mass=2.01
                      D~0 [-421] (status=2) pt=22.00, eta=-2.21, phi=1.46, mass=0.00
              b~ [-5] (status=23) pt=38.75, eta=-2.14, phi=1.46, mass=0.00
                b~ [-5] (status=71) pt=36.50, eta=-2.15, phi=1.46, mass=0.00

Event 11
g [21] (status=21) pt=0.00, eta=22848.00, phi=0.00, mass=0.00
  H0 [25] (status=22) pt=0.00, eta=22784.00, phi=0.00, mass=125.00
    H0 [25] (status=44) pt=14.88, eta=1.41, phi=0.97, mass=125.00
      H0 [25] (status=44) pt=7.34, eta=1.94, phi=1.16, mass=125.00
        H0 [25] (status=44) pt=9.38, eta=1.68, phi=1.82, mass=125.00
          H0 [25] (status=44) pt=13.56, eta=1.35, phi=1.97, mass=125.00
            H0 [25] (status=44) pt=13.38, eta=1.36, phi=1.97, mass=125.00
