# File used : root://xrootd-cms.infn.it//store/mc/RunIISummer20UL18NanoAODv9/WHToAA_AToBB_AToGG_M-20_TuneCP5_13TeV_madgraph_pythia8/NANOAODSIM/106X_upgrade2018_realistic_v16_L1v1-v1/2530000/FB6A4557-3B3E-5E4A-900D-45A77C107EA2.root


Event Number : 0
Idx  PdgId  Status  StatusFlag  genPartIdxMother     eta    mass     phi      pt
  27   -511       2       12291                 23  -1.3594   5.281  -2.4141  63.500
  28    531       2       12291                 23  -1.5938   5.359  -2.2969  61.375
  29      1      71        8193                 -1  -1.4414   0.000  -2.2109 115.500
  30     -3      71        8193                 -1  -4.0469   0.000   0.4062   5.812
  31    111       2       28675                 29  -1.4531   0.000  -2.1953  44.000
  32    111       2       28675                 29  -1.4180   0.000  -2.2266  33.000
  33    111       2       28675                 29  -1.5078   0.000  -2.2734  11.469
  34      2      71        8193                 -1   5.0469   0.000  -2.5547   0.879
  35   2101      71        8193                 -1  -6.3750   0.580   2.0312   1.090
  36      1      71        8193                 -1  -0.7031   0.000  -0.5117  10.312
  37     -2      71        8193                 -1   6.2969   0.000  -1.0312   0.803
  38   -413       2       12354                 27  -1.3711   2.008  -2.4297  22.125
  39     12       1       12352                 28  -1.5703   0.000  -2.3438  34.000
  40    -11       1       12352                 28  -1.6406   0.000  -2.3125   8.719
  41   -433       2       28738                 28  -1.6055   2.109  -2.2188  18.812
  42     22       1       12352                 31  -1.4531   0.000  -2.1953  23.188
  43     22       1       12352                 31  -1.4492   0.000  -2.1953  20.812
  44     22       1       12352                 32  -1.4141   0.000  -2.2266  26.812
  45     22       1       12352                 33  -1.5039   0.000  -2.2734  10.719
  46     11       1       12352                 29  -4.1250   0.000  -2.1328   0.087
  47    -11       1       12352                 29  -4.1562   0.000  -2.1641   0.119
  48     11       1       12352                 34  -2.2891   0.000   0.9102   0.512
  49    -11       1       12352                 34  -0.2344   0.000   2.0234   0.010
  50   -411       2       12354                 38  -1.3672   0.000  -2.4297  20.625
  51   -431       2       12354                 41  -1.6016   1.969  -2.2109  18.688
  52     11       1       12352                 36  -1.5195   0.000  -1.9023   0.027
  53    -11       1       12352                 36  -1.1641   0.000  -1.1562   0.057

Event Number : 11
Idx  PdgId  Status  StatusFlag  genPartIdxMother     eta    mass     phi      pt
---- ------ ------- ----------- ------------------ -------- ------- -------- -------
   0      1      21       10625                 -1 22784.0000   0.000   0.0000   0.000
   1     -2      21       10625                 -1 -23488.0000   0.000   0.0000   0.000
   2    -24      22        4481                  0  -1.8086  79.250  -0.7285  89.000
   3     25      22        4481                  0  -2.3047 125.000   2.4141  89.000
   4    -24      44         257                  2  -1.8203  79.250  -0.7480  88.000
   5     25      44         257                  3  -2.2891 125.000   2.4453  90.250
   6    -24      44         257                  4  -1.8164  79.250  -0.7441  87.500
   7     25      44         257                  5  -2.2891 125.000   2.4375  90.750
   8    -24      62       10497                  6  -1.8125  79.250  -0.7539  88.500
   9     25      62       10497                  7  -2.2969 125.000   2.4453  89.750
  10     15       2       12675                  8  -1.2188   0.000  -0.8750  84.500
  11    -16       1       12673                  8  -3.1641   0.000   0.3975  11.281
  12     35      22       14721                  9  -1.5391  19.938  -1.5430  30.188
  13     35      22       31105                  9  -1.9219  20.062   2.2422 112.000
  14      5      23       12673                 12  -2.1562   0.000  -1.7539   0.758
  15     -5      23       12673                 12  -1.5156   0.000  -1.5391  29.438
  16     22       1       12673                 13  -1.8320   0.000   2.6484  18.000
  17     22       1       12673                 13  -1.9219   0.000   2.1719  95.750
  18   -521       2       12291                 14  -2.2656   5.281  -1.8008   1.043
  19    523       2       28675                 14  -1.5039   5.328  -1.5391  28.938
  20      2      71        8193                 -1   2.0781   0.000   2.4141   1.195
  21     -1      71        8193                 -1   2.8984   0.000   3.0859   1.680
  22      1      71        8193                 -1   3.8594   0.000   1.9531  39.875
  23     -1      71        8193                 -1  -0.1841   0.000  -0.7207  16.688
  24      1      71        8193                 -1   5.5469   0.000  -3.0391   1.348
  25     21      71        8193                 -1   4.1562   0.000  -1.9336  10.594
  26     -2      71        8193                 -1   3.2188   0.000  -1.3789   6.438
  27     16       1       13884                 10  -1.2266   0.000  -0.8633   8.938
  28    111       2       30270                 10  -1.2070   0.000  -0.8730  29.250
  29    311       2       13886                 10  -1.2305   0.498  -0.8789  31.375
  30   -321       1       13884                 10  -1.2109   0.494  -0.8809  14.906
  31    413       2       12354                 18  -0.2446   2.008  -2.2656   1.230
  32    521       2       12354                 19  -1.5039   5.281  -1.5391  28.938
  33     11       1       12352                 24   4.1094   0.000  -1.8477   0.173
  34    -11       1       12352                 24   4.1250   0.000  -1.6562   0.850
  35     11       1       12352                 20   1.4648   0.000   2.3672   0.034
  36    -11       1       12352                 20   1.7344   0.000   2.3438   0.936
  37     11       1       12352                 20   1.9609   0.000   1.1875   0.289
  38    -11       1       12352                 20   1.8633   0.000   1.3281   0.436
  39     22       1       12876                 28  -1.1992   0.000  -0.8750  13.469
  40     22       1       12876                 28  -1.2109   0.000  -0.8711  15.781
  41    130       1       12876                 29  -1.2305   0.498  -0.8789  31.375
  42    411       2       12354                 31  -0.2319   0.000  -2.2891   1.180
  43   -421       2       12354                 32  -1.4922   0.000  -1.5391  10.750
  44    -11       1       12352                 42  -1.0469   0.000   2.1719   0.270
  45     12       1       12352                 42  -0.2007   0.000  -2.5078   0.586

Event Number : 12
Idx  PdgId  Status  StatusFlag  genPartIdxMother     eta    mass     phi      pt
---- ------ ------- ----------- ------------------ -------- ------- -------- -------
   0     -3      21       10625                 -1 22976.0000   0.000   0.0000   0.000
   1      4      21       10625                 -1 -22912.0000   0.000   0.0000   0.000
   2     24      22        4481                  0   1.0469  83.000  -0.9531  97.500
   3     25      22        4481                  0  -0.4424 125.000   2.1875  97.500
   4     24      44         257                  2   0.9980  83.000  -0.9648 106.750
   5     25      44         257                  3  -0.3711 125.000   2.1953  93.750
   6     24      44         257                  4   0.9922  83.000  -0.9707 105.250
   7     25      44         257                  5  -0.3262 125.000   2.2188  99.500
   8     24      44         257                  6   0.9707  83.000  -0.9941 107.500
   9     25      44         257                  7  -0.3223 125.000   2.2266  98.500
  10     24      44         257                  8   0.9707  83.000  -0.9961 107.500
  11     25      44         257                  9  -0.3203 125.000   2.2344  98.750
  12     -4      44       16385                 -1  -5.1094   0.000  -0.7500   6.531
  13     24      52         257                 10   0.9707  83.000  -0.9961 107.500
  14     24      62       10497                 13   0.9766  83.000  -0.9766 107.000
  15     25      62       10497                 11  -0.3213 125.000   2.2188  98.750
  16     22       1        8193                 12  -5.0312   0.000  -0.4668   2.898
  17    -11       1       12673                 14   1.1250   0.000  -0.8320  94.750
  18     12       1       12673                 14  -0.4355   0.000  -1.7812  19.062
  19     35      22       14721                 15  -0.9844  20.000   2.1172  66.750
  20     35      22       31105                 15   1.0977  20.000   2.4375  33.250
  21      5      23       12673                 19  -1.0195   0.000   2.5000  20.875
  22     -5      23       12673                 19  -0.9336   0.000   1.9531  47.875
  23     22       1       12673                 20   1.1133   0.000   3.0625  16.312
  24     22       1       12673                 20   0.8809   0.000   1.9922  22.250
  25   -523       2       28675                 21  -0.9980   5.328   2.4688  20.250
  26    513       2       28675                 21  -0.9375   5.328   1.9609  45.125
  27   -413       2       12291                 12  -5.0469   2.008  -0.9414   3.672
  28   -521       2       12354                 25  -1.0000   5.281   2.4688  20.062
  29    511       2       12354                 26  -0.9375   5.281   1.9609  44.500
  30   -421       2       12354                 27  -5.0312   0.000  -0.9414   3.461
  31    423       2       12354                 28  -0.9551   2.008   2.4297   7.547
  32   -413       2       12354                 28  -1.0586   2.008   2.3906   7.969
  33     14       1       12352                 29  -0.8242   0.000   2.2812   2.492
  34    -13       1       12352                 29  -0.8457   0.000   1.9609  13.750
  35   -413       2       12354                 29  -0.9863   2.008   1.9336  28.438
  36    421       2       12354                 31  -0.9531   0.000   2.4375   6.875
  37   -421       2       12354                 32  -1.0547   0.000   2.3906   7.500
  38   -411       2       12354                 35  -0.9883   0.000   1.9336  26.375
  39     13       1       12352                 38  -0.9629   0.000   1.8633   4.844
  40    -14       1       12352                 38  -0.9922   0.000   2.0078   7.953

Event Number : 13
Idx  PdgId  Status  StatusFlag  genPartIdxMother     eta    mass     phi      pt
---- ------ ------- ----------- ------------------ -------- ------- -------- -------
   0      2      21       10625                 -1 23168.0000   0.000   0.0000   0.000
   1     -1      21       10625                 -1 -22848.0000   0.000   0.0000   0.000
   2     24      22        4481                  0   0.4961  78.750   0.9023  99.500
   3     25      22        4481                  0   1.8750 125.000  -2.2422  99.500
   4     24      44         257                  2   0.5137  78.750   0.8730 106.500
   5     25      44         257                  3   1.8594 125.000  -2.2266  96.500
   6     24      44         257                  4   0.5098  78.750   0.8672 107.000
   7     25      44         257                  5   1.8750 125.000  -2.2109  95.250
   8     24      62       10497                  6   0.5098  78.750   0.8594 107.500
   9     25      62       10497                  7   1.8789 125.000  -2.2031  94.750
  10    -11      23       22913                  8   0.2744   0.000   0.5586  96.750
  11     12      23        4481                  8   0.8320   0.000   1.9531  32.500
  12    -11       1        8449                 10   0.2744   0.000   0.5586  96.750
  13     22       1       12289                 10  -0.1533   0.000   0.8438   0.000
  14     12       1        8449                 11   0.8320   0.000   1.9531  32.500
  15     35      22       14721                  9   0.9922  20.000  -2.5391  90.000
  16     35      22       31105                  9   2.5391  20.000  -0.9531  31.375
  17      5      23       12673                 15   0.8438   0.000  -2.4609  54.000
  18     -5      23       12673                 15   1.1797   0.000  -2.6719  36.375
  19     22       1       12673                 16   2.3828   0.000  -1.1992  29.438
  20     22       1       12673                 16   2.3359   0.000   0.2446   7.750
  21    413       2       12291                 -1   4.8594   2.008  -0.0249   2.609
  22   -413       2       12291                 -1   6.6875   2.008   0.8516   2.422
  23   -513       2       28675                 17   0.8496   5.328  -2.4531  51.625
  24    523       2       28675                 17   1.1680   5.328  -2.6484  36.125
  25      2      71        8193                 -1  -5.6406   0.000   0.7891   1.949
  26      2      71        8193                 -1   5.5312   0.000   1.9453   1.785
  27      1      71        8193                 -1   5.3906   0.000   0.1333   2.914
  28    421       2       12354                 21   4.8750   0.000  -0.0355   2.438
  29   -421       2       12354                 22   6.7031   0.000   0.8496   2.242
  30   -511       2       12354                 23   0.8496   5.281  -2.4531  51.250
  31    521       2       12354                 24   1.1680   5.281  -2.6484  36.000
  32     11       1       12352                 25  -4.7344   0.000   1.2891   0.185
  33    -11       1       12352                 25  -4.0625   0.000   1.9609   0.086
  34   -411       2       12354                 30   0.9199   0.000  -2.4922  12.781
  35    111       2       28738                 30   0.8086   0.000  -2.4688  22.875
  36     14       1       12352                 31   1.1094   0.000  -2.7344  15.719
  37    -13       1       12352                 31   1.3125   0.000  -2.5703   8.031
  38   -423       2       12354                 31   1.1328   2.008  -2.5938  12.375
  39     22       1       12352                 35   0.8066   0.000  -2.4766  20.688
  40   -421       2       12354                 38   1.1328   0.000  -2.5938  11.344
  41    111       2       28738                 38   1.1016   0.000  -2.5781   1.039
  42     11       1       12352                 41   1.1055   0.000  -2.5625   0.137
  43    -11       1       12352                 41   1.1055   0.000  -2.5078   0.713

Event Number : 14
Idx  PdgId  Status  StatusFlag  genPartIdxMother     eta    mass     phi      pt
---- ------ ------- ----------- ------------------ -------- ------- -------- -------
   0      2      21       10625                 -1 22976.0000   0.000   0.0000   0.000
   1     -1      21       10625                 -1 -22848.0000   0.000   0.0000   0.000
   2     24      22        4481                  0   0.6309  81.250  -1.8672 102.000
   3     25      22        4481                  0   0.4395 125.000   1.2773 102.000
   4     24      44         257                  2   0.6484  81.250  -2.0547 105.750
   5     25      44         257                  3   0.5059 125.000   1.4727 102.000
   6     24      44         257                  4   0.6484  81.250  -2.0625 106.000
   7     25      44         257                  5   0.5059 125.000   1.4844 102.500
   8     24      44         257                  6   0.6484  81.250  -2.0703 106.000
   9     25      44         257                  7   0.5059 125.000   1.4961 102.750
  10     24      44         257                  8   0.6504  81.250  -2.0703 106.500
  11     25      44         257                  9   0.5020 125.000   1.4961 101.750
  12     24      44       16641                 10   0.6504  81.250  -2.0781 106.500
  13     25      44         257                 11   0.5020 125.000   1.5000 102.000
  14     24      51         257                 12   0.6504  81.250  -2.0781 106.500
  15     24      62       10497                 14   0.6484  81.250  -2.0703 105.750
  16     25      62       10497                 13   0.5020 125.000   1.4922 102.750
  17     22       1        8193                 12   0.1338   0.000  -2.0156   0.000
  18     22       1        8193                 -1   2.5000   0.000   0.5352   2.914
  19    -13       1       12673                 15   0.5723   0.000  -1.6914  93.750
  20     14       1       12673                 15   0.4170   0.000   3.1406  39.500
  21     35      22       14721                 16   1.8438  20.000   2.8359  20.062
  22     35      22       31105                 16  -0.0811  20.000   1.2969 100.250
  23      5      23       12673                 21   1.4570   0.000   2.7656  22.125
  24     -5      23       12673                 21   2.6094   0.000  -0.9688   2.500
  25     22       1       12673                 22  -0.2407   0.000   1.6289  22.625
  26     22       1       12673                 22  -0.0331   0.000   1.2031  79.000
  27   -523       2       28675                 23   1.4570   5.328   2.7422  19.000
  28    521       2       12291                 23   2.7969   5.281  -1.2070   2.102
  29     -1      71        8193                 -1   2.5859   0.000  -0.2085  19.188
  30     21      71        8193                 -1  -5.2031   0.000  -2.1016  16.625
  31     21      71        8193                 -1   2.0781   0.000  -0.1802  34.500
  32      2      71        8193                 -1   2.7969   0.000   2.4844   1.770
  33     -1      71        8193                 -1  -3.9141   0.000  -2.3203   0.660
  34      2      71        8193                 -1   6.1094   0.000  -1.8086   5.312
  35     21      71        8193                 -1  -0.6152   0.000   2.1406   6.750
  36     -3      71        8193                 -1  -1.0312   0.000   1.9492   2.711
  37   -521       2       12354                 27   1.4570   5.281   2.7422  18.938
  38    431       2       12354                 28   3.8906   1.969  -1.2539   0.377
  39   -421       2       12354                 28   1.8789   0.000  -1.5312   1.984
  40     11       1       12352                 32  -3.2891   0.000  -3.0547   0.949
  41    -11       1       12352                 32  -3.2969   0.000  -3.0625   0.631
  42     11       1       12352                 34  -2.4141   0.000  -2.9375   0.398
  43    -11       1       12352                 34  -2.4141   0.000  -2.9375   0.164
  44    421       2       12354                 37   1.4688   0.000   2.6562   6.469

Event Number : 15
Idx  PdgId  Status  StatusFlag  genPartIdxMother     eta    mass     phi      pt
---- ------ ------- ----------- ------------------ -------- ------- -------- -------
   0      3      21       10625                 -1 24832.0000   0.000   0.0000   0.000
   1     -4      21       14721                 -1 -22784.0000   0.000   0.0000   0.000
   2    -24      22        4481                  0   2.6250  82.000   0.5488  65.000
   3     25      22        4481                  0   3.8984 125.000  -2.5938  65.000
   4    -24      44         257                  2   2.5156  82.000   0.5723  82.500
   5     25      44         257                  3   3.9062 125.000  -2.6094  56.125
   6    -24      44         257                  4   2.5156  82.000   0.5664  79.250
   7     25      44         257                  5   3.8828 125.000  -2.6016  57.750
   8    -24      62       10497                  6   2.5078  82.000   0.5684  80.250
   9     25      62       10497                  7   3.9062 125.000  -2.6094  56.375
  10     11      23       22913                  8   2.3047   0.000   1.0820  73.000
  11    -12      23        4481                  8   1.8867   0.000  -0.5645  39.625
  12     11       1        8449                 10   2.3047   0.000   1.0820  72.750
  13     22       1       12289                 10   2.3047   0.000   1.0820   0.012
  14    -12       1        8449                 11   1.8867   0.000  -0.5645  39.625
  15     35      22       14721                  9   2.6094  20.000  -2.0703  72.000
  16     35      22       31105                  9   3.8828  20.000   1.9570  37.500
  17      5      23       12673                 15   2.6719   0.000  -1.9531  51.625
  18     -5      23       12673                 15   2.3672   0.000  -2.3516  21.625
  19     22       1       12673                 16   3.7891   0.000   1.8984  39.375
  20     22       1       12673                 16   3.3750   0.000  -2.1328   2.961
  21   -513       2       28675                 17   2.6719   5.328  -1.9609  51.250
  22    523       2       28675                 17   2.3906   5.328  -2.3203  21.375
  23      2      71        8193                 -1   4.3125   0.000   0.3691   0.539
  24     21      71        8193                 -1  -0.9688   0.000  -0.0096   5.250
  25     -2      71        8193                 -1   5.8594   0.000  -1.1719   0.414
  26      4      71        8193                 -1   2.4453   0.000  -2.4922  26.562
  27    421       2       12291                 26   2.4375   0.000  -2.4844  22.875
  28   -511       2       12354                 21   2.6719   5.281  -1.9609  50.875
  29    521       2       12354                 22   2.3906   5.281  -2.3203  21.312
  30     11       1       12352                 23   2.2578   0.000   1.7148   0.120
  31    -11       1       12352                 23   2.3438   0.000   1.6758   0.157
  32    -12       1       12352                 28   2.8672   0.000  -1.9531   3.492
  33     11       1       12352                 28   2.6172   0.000  -1.9297  29.375
  34    413       2       12354                 28   2.7109   2.008  -2.0078  18.062
  35     14       1       12352                 29   2.3750   0.000  -2.4922   9.375
  36    -13       1       12352                 29   2.1641   0.000  -1.9688   3.148
  37   -423       2       28738                 29   2.4375   2.008  -2.2578   9.094
  38    421       2       12354                 34   2.7109   0.000  -2.0078  16.562
  39   -421       2       12354                 37   2.4453   0.000  -2.2422   8.688
  40    -13       1       12352                 38   2.7109   0.000  -2.1172   4.672
  41     14       1       12352                 38   2.5391   0.000  -1.6445   0.206

Event Number : 16
Idx  PdgId  Status  StatusFlag  genPartIdxMother     eta    mass     phi      pt
---- ------ ------- ----------- ------------------ -------- ------- -------- -------
   0      2      21       10625                 -1 23104.0000   0.000   0.0000   0.000
   1     -1      21       10625                 -1 -22848.0000   0.000   0.0000   0.000
   2     24      22        4481                  0   1.5625  79.750   0.2300 108.500
   3     25      22        4481                  0   0.3262 125.000  -2.9141 108.500
   4     24      44         257                  2   1.4609  79.750   0.2998 125.000
   5     25      44         257                  3   0.4336 125.000  -2.9453 102.250
   6     24      44         257                  4   1.3945  79.750   0.2686 135.500
   7     25      44         257                  5   0.4863 125.000  -2.9297  98.250
   8      4      41       20481                 -1 -34.2500   0.000   0.3105   0.000
   9     24      44         257                  6   1.3906  79.750   0.2646 134.500
  10     25      44         257                  7   0.4932 125.000  -2.9141 100.250
  11     24      44         257                  9   1.3906  79.750   0.2715 134.500
  12     25      44         257                 10   0.4932 125.000  -2.9219 100.250
  13     24      62       10497                 11   1.4023  79.750   0.2637 133.000
  14     25      62       10497                 12   0.4893 125.000  -2.9141 100.750
  15     22       1        8193                 -1   4.2812   0.000   1.3555   2.031
  16    -13      23       22913                 13   1.1133   0.000   0.0502 118.250
  17     14      23        4481                 13   1.8320   0.000   1.2188  30.625
  18    -13       1        8449                 16   1.1133   0.000   0.0502 117.500
  19     22       1       12289                 16   1.1133   0.000   0.0503   0.834
  20     14       1        8449                 17   1.8320   0.000   1.2188  30.625
  21     35      22       14721                 14   3.0625  20.000  -1.7070   5.984
  22     35      22       31105                 14  -0.1250  20.000  -2.9688  98.750
  23      5      23       12673                 21   1.4453   0.000   1.6758   1.641
  24     -5      23       12673                 21   2.7734   0.000  -1.6562   7.578
  25     22       1       12673                 22  -0.4209   0.000   2.7578   9.438
  26     22       1       12673                 22  -0.0913   0.000  -2.9141  91.000
  27   -521       2       12291                 23   1.8047   5.281   1.6992   1.523
  28    513       2       28675                 23   2.7422   5.328  -1.6328   7.359
  29    423       2       12291                  8  -1.5977   2.008   0.1313   1.883
  30      2      71        8193                 -1  -1.7773   0.000   1.5273   4.156
  31     21      71        8193                 -1  -1.5430   0.000  -0.0779   6.375
  32     -1      71        8193                 -1   2.6719   0.000   0.7246   0.181
  33      2      71        8193                 -1  -5.3438   0.000   0.6680   1.340
  34     -2      71        8193                 -1   5.9688   0.000   0.6738   0.299
  35   -411       2       12291                  8  -1.6055   0.000  -1.0469   3.969
  36      1      71        8193                 -1   0.4209   0.000   2.2422   0.875
  37     21      71        8193                 -1  -1.8164   0.000   2.9531   5.594
  38     -2      71        8193                 -1  -1.0234   0.000  -1.9609   0.809
  39    -12       1       12352                 27   1.5508   0.000   2.5938   1.023
  40     11       1       12352                 27   1.7344   0.000   2.9688   0.570
  41    511       2       12354                 28   2.7500   5.281  -1.6328   7.234
  42    421       2       12354                 29  -1.5859   0.000   0.1494   1.789
  43     11       1       12352                 33  -5.3125   0.000   0.5098   0.158
  44    -11       1       12352                 33  -5.4219   0.000   0.5430   0.050
  45     11       1       12352                  8  -0.4326   0.000   2.4219   0.566
  46    -11       1       12352                  8  -0.3662   0.000   1.5664   0.016
  47    411       2       12354                 27   0.5703   0.000   0.5527   1.512
  48     14       1       12352                 41   2.3281   0.000  -2.1172   1.684
  49    -13       1       12352                 41   2.7109   0.000  -1.6367   4.734
  50   -413       2       12354                 41   2.9609   2.008  -0.9590   1.285
  51     11       1       12352                 30   0.1055   0.000   1.5742   0.136
  52    -11       1       12352                 30   0.2290   0.000   1.6133   0.105
  53    -11       1       12352                 47   0.0498   0.000   0.2549   1.043
  54     12       1       12352                 47   1.0820   0.000  -0.2295   0.397
  55   -411       2       12354                 50   2.9375   0.000  -0.9551   1.211
  56     13       1       12352                 55   2.4297   0.000  -1.4453   0.613
  57    -14       1       12352                 55   1.8789   0.000   1.2578   0.332
  58    111       2       28738                 42  -1.4648   0.000   0.7363   0.389
  59     11       1       12352                 58  -1.0547   0.000   0.7617   0.058
  60    -11       1       12352                 58  -1.0195   0.000   0.7793   0.113

Event Number : 17
Idx  PdgId  Status  StatusFlag  genPartIdxMother     eta    mass     phi      pt
---- ------ ------- ----------- ------------------ -------- ------- -------- -------
   0      1      21       10625                 -1 23424.0000   0.000   0.0000   0.000
   1     -2      21       10625                 -1 -22784.0000   0.000   0.0000   0.000
   2    -24      22        4481                  0   3.4922  80.000   2.1016  25.562
   3     25      22        4481                  0   2.9609 125.000  -1.0391  25.562
   4    -24      44         257                  2   3.5938  80.000   1.9219  19.250
   5     25      44         257                  3   2.2344 125.000  -0.7852  52.125
   6    -24      44         257                  4   3.7266  80.000   1.9453  17.000
   7     25      44         257                  5   2.2109 125.000  -0.8027  53.500
   8    -24      44         257                  6   3.7500  80.000   1.9297  16.500
   9     25      44         257                  7   2.1797 125.000  -0.7988  55.625
  10    -24      44         257                  8   3.7266  80.000   1.9336  16.875
  11     25      44         257                  9   2.2031 125.000  -0.7949  54.000
  12    -24      44         257                 10   3.6719  80.000   1.9492  17.812
  13     25      44         257                 11   2.2109 125.000  -0.7930  53.250
  14    -24      62       10497                 12   3.6719  80.000   2.0000  17.875
  15     25      62       10497                 13   2.2109 125.000  -0.7969  53.375
  16     13      23       22913                 14   2.6484   0.000   2.6016  41.500
  17    -14      23        4481                 14   1.4688   0.000  -0.1826  28.500
  18     13       1        8449                 16   2.6484   0.000   2.6016  41.500
  19     22       1       12289                 16   2.6484   0.000   2.6016   0.002
  20    -14       1        8449                 17   1.4688   0.000  -0.1826  28.500
  21     35      22       14721                 15   1.5547  20.000  -2.0391  61.125
  22     35      22       31105                 15   1.2148  20.000   0.2490  66.750
  23      5      23       12673                 21   1.4219   0.000  -2.0312  53.875
  24     -5      23       12673                 21   2.2266   0.000  -2.1016   7.281
  25     22       1       12673                 22   0.8184   0.000   0.5664  18.375
  26     22       1       12673                 22   1.3164   0.000   0.1333  49.625
  27   -521       2       12291                 23   1.4180   5.281  -2.0312  50.625
  28    523       2       28675                 23   2.1328   5.328  -2.0547   7.984
  29     21      71        8193                 -1   1.4297   0.000   2.5703  29.062
  30    -12       1       12352                 27   1.5742   0.000  -2.0781   3.797
  31     11       1       12352                 27   1.1719   0.000  -1.8633   3.922
  32    423       2       28738                 27   1.4219   2.008  -2.0469  43.000
  33    521       2       12354                 28   2.1328   5.281  -2.0469   7.984
  34    421       2       12354                 32   1.4219   0.000  -2.0469  40.625
  35   -423       2       12354                 33   2.1328   2.008  -1.9492   2.859
  36   -421       2       12354                 35   2.1406   0.000  -1.9570   2.688

Event Number : 18
Idx  PdgId  Status  StatusFlag  genPartIdxMother     eta    mass     phi      pt
---- ------ ------- ----------- ------------------ -------- ------- -------- -------
   0     -1      21       10625                 -1 22848.0000   0.000   0.0000   0.000
   1      2      21       10625                 -1 -23168.0000   0.000   0.0000   0.000
   2     24      22        4481                  0  -1.5781  79.000   2.6719 101.500
   3     25      22        4481                  0  -0.8477 125.000  -0.4688 101.500
   4     24      44         257                  2  -1.5820  79.000   2.6953 104.750
   5     25      44         257                  3  -0.8359 125.000  -0.5293  93.250
   6     24      62       10497                  4  -1.5859  79.000   2.6719 104.250
   7     25      62       10497                  5  -0.8359 125.000  -0.5215  93.500
   8    -11      23       22913                  6  -1.2227   0.000  -3.0312  69.500
   9     12      23        4481                  6  -1.5664   0.000   1.9883  59.500
  10     12       1        8449                  9  -1.5664   0.000   1.9883  59.500
  11    -11       1        8449                  8  -1.2227   0.000  -3.0312  67.250
  12     22       1       12289                  8  -1.2227   0.000  -3.0312   0.003
  13     22       1        8193                  8  -1.1758   0.000  -3.0156   2.211
  14     35      22       14721                  7  -0.9434  20.000  -2.6484  32.500
  15     35      22       31105                  7  -0.4443  20.000  -0.2773 114.000
  16      5      23       12673                 14  -0.9199   0.000  -2.0156  14.188
  17     -5      23       12673                 14  -0.8086   0.000  -3.0312  22.625
  18     22       1       12673                 15  -0.4834   0.000  -0.4873  45.875
  19     22       1       12673                 15  -0.4082   0.000  -0.1401  70.000
  20   -513       2       28675                 16  -0.9355   5.328  -2.0547  13.688
  21    523       2       28675                 16  -0.8125   5.328  -3.0312  20.750
  22   -413       2       12291                 -1  -4.8906   2.008   2.2891   0.396
  23    413       2       12291                 -1  -2.5000   2.008  -2.3203   1.621
  24    423       2       12291                 -1   5.4844   2.008  -1.7695   1.551
  25   -413       2       12291                 -1   5.4062   2.008  -2.9219   1.371
  26   -511       2       12354                 20  -0.9375   5.281  -2.0625  13.438
  27    521       2       12354                 21  -0.8125   5.281  -3.0312  20.625
  28   -411       2       12354                 22  -4.8750   0.000   2.2969   0.382
  29    421       2       12354                 23  -2.5234   0.000  -2.3203   1.465
  30    421       2       12354                 24   5.4844   0.000  -1.7422   1.434
  31   -421       2       12354                 25   5.3906   0.000  -2.8984   1.289
  32    -14       1       12352                 26  -1.1875   0.000  -1.3867   1.723
  33     13       1       12352                 26  -0.3623   0.000  -2.1875   1.988
  34    413       2       12354                 26  -0.9531   2.008  -2.1406  10.156
  35   -421       2       12354                 27  -0.7637   0.000  -2.9922  11.781
  36    411       2       12354                 34  -0.9551   0.000  -2.1406   9.594
  37    111       2       28738                 35  -0.5918   0.000  -2.8359   0.873
  38    -11       1       12352                 36  -0.8574   0.000  -2.0312   3.922
  39     12       1       12352                 36  -1.0352   0.000  -2.2266   2.344
  40     11       1       12352                 37  -0.5977   0.000  -2.8125   0.777
  41    -11       1       12352                 37  -0.6777   0.000  -2.8281   0.074

Event Number : 19
Idx  PdgId  Status  StatusFlag  genPartIdxMother     eta    mass     phi      pt
---- ------ ------- ----------- ------------------ -------- ------- -------- -------
   0     -1      21       10625                 -1 22784.0000   0.000   0.0000   0.000
   1      2      21       10625                 -1 -23232.0000   0.000   0.0000   0.000
   2     24      22        4481                  0  -1.7773  84.000   1.9648  55.625
   3     25      22        4481                  0  -2.3594 125.000  -1.1797  55.625
   4     24      44         257                  2  -1.5352  84.000   2.6016  56.375
   5     25      44         257                  3  -1.9766 125.000  -1.6641  75.250
   6     24      44         257                  4  -1.5312  84.000   2.6250  56.750
   7     25      44         257                  5  -1.9570 125.000  -1.6836  76.750
   8     24      44         257                  6  -1.5391  84.000   2.6172  56.500
   9     25      44         257                  7  -1.9609 125.000  -1.6758  76.750
  10     24      62       10497                  8  -1.5391  84.000   2.6172  56.375
  11     25      62       10497                  9  -1.9570 125.000  -1.6758  77.000
  12    -11      23       22913                 10   0.0289   0.000   0.9434  20.750
  13     12      23        4481                 10  -1.4531   0.000   2.9609  62.000
  14    -11       1        8449                 12   0.0289   0.000   0.9434  20.750
  15     22       1       12289                 12   0.2686   0.000   1.1016   0.000
  16     12       1        8449                 13  -1.4531   0.000   2.9609  62.000
  17     35      22       14721                 11  -2.0156  20.000  -1.5469  73.250
  18     35      22       31105                 11   0.4102  20.000  -2.8281  10.312
