# File used : 86D3D6A3-EE02-5849-8FC0-C89B9BE7D930.root


Event Number : 8
Idx  PdgId  Status  StatusFlag  genPartIdxMother     eta    mass     phi      pt
  54    -11       1       12352                 28  -4.3281   0.000  -2.0312 0.06372
  55     11       1       12352                 52  -1.3516   0.000  -2.2109 2.08594
  56    -11       1       12352                 52  -1.3672   0.000  -2.1719 0.07520

Event Number : 225
Idx  PdgId  Status  StatusFlag  genPartIdxMother     eta    mass     phi      pt
---- ------ ------- ----------- ------------------ -------- ------- -------- -------
   0      2      21       10625                 -1 23040.0000   0.000   0.0000 0.00000
   1     -1      21       14721                 -1 -22848.0000   0.000   0.0000 0.00000
   2     24      22        4481                  0  -0.7754  79.750   2.4141 52.87500
   3     25      22        4481                  0   2.1641 125.000  -0.7246 52.87500
   4     24      44         257                  2  -1.4492  79.750  -2.9609 31.87500
   5     25      44         257                  3   1.9297 125.000  -0.8262 61.50000
   6     24      44         257                  4  -1.4141  79.750  -3.0078 32.25000
   7     25      44         257                  5   2.2344 125.000  -0.6895 46.25000
   8     24      44         257                  6  -1.2617  79.750  -3.0391 37.75000
   9     25      44         257                  7   2.2500 125.000  -0.7070 45.25000
  10     24      44         257                  8  -1.2617  79.750  -3.0469 37.75000
  11     25      44         257                  9   2.2656 125.000  -0.6738 44.62500
  12     24      44         257                 10  -1.2734  79.750  -3.0234 37.25000
  13     25      44         257                 11   2.2578 125.000  -0.6758 44.87500
  14     24      44         257                 12  -1.2734  79.750  -3.0156 37.37500
  15     25      44         257                 13   2.2734 125.000  -0.6953 44.37500
  16     24      62       10497                 14  -1.2695  79.750  -3.0078 37.37500
  17     25      62       10497                 15   2.2812 125.000  -0.6836 44.00000
  18    -15       2       12675                 16  -1.1484   0.000   2.8125 48.37500
  19     16       1       12673                 16   0.3057   0.000  -1.1797 22.56250
  20     35      22       14721                 17   1.0742  40.000  -0.2271 62.12500
  21     35      22       31105                 17   2.1953  40.000  -2.6562 29.81250
  22      5      23        4481                 20   0.6406   0.000  -0.2832 51.12500
  23     -5      23       22913                 20   2.0859   0.000   0.0220 11.50000
  24     22      23       22913                 21   0.5020   0.000   2.6953 11.00000
  25     22      23       12673                 21   2.3359   0.000  -2.2969 24.81250
  26    -11       1       12289                 25   2.3516   0.000  -2.2656 4.57812
  27     11       1       12289                 25   2.3281   0.000  -2.3047 20.25000
  28     22       1        8449                 24   0.5020   0.000   2.6953 11.00000
  29      1      71        8193                 -1  -0.0450   0.000   1.8477 22.75000
  30     21      71        8193                 -1  -0.0380   0.000   1.7812 25.75000
  31      5      71        8449                 22   0.6406   0.000  -0.2822 48.87500
  32     -5      71        8449                 23   2.0234   0.000   0.1052 12.06250
  33   -511       2       12291                 23   0.6445   5.281  -0.2891 46.37500
  34    513       2       28675                 23   2.0078   5.328   0.0933 10.84375
  35      1      71        8193                 -1   0.7383   0.000   2.6328 1.44141
  36     -2      71        8193                 -1  -5.3281   0.000  -1.9492 0.91797
  37      1      71        8193                 -1   1.3320   0.000  -1.1289 5.32812
  38     -2      71        8193                 -1  -7.2344   0.000   1.6328 0.33984
  39      2      71        8193                 -1  -6.4688   0.000   0.6895 2.04688
  40     21      71        8193                 -1   0.4033   0.000  -0.5273 11.12500
  41     -3      71        8193                 -1  -6.4688   0.000   1.2344 0.96094
  42    -16       1       13884                 18  -1.1133   0.000   2.8125 22.87500
  43    211       1       13884                 18  -1.1953   0.000   2.8203 8.46875
  44    211       1       13884                 18  -1.1719   0.000   2.7812 6.68750
  45   -211       1       13884                 18  -1.1562   0.000   2.7969 10.28125
  46   4214       2       12354                 33   0.6426   2.508  -0.2744 17.25000
  47    511       2       12354                 34   2.0000   5.281   0.0940 10.81250
  48     11       1       12352                 37   0.7129   0.000   0.7891 0.67578
  49    -11       1       12352                 37   0.6953   0.000   0.8203 0.17285
  50     11       1       12352                 37   1.7305   0.000  -1.3008 0.77539
  51    -11       1       12352                 37   1.7344   0.000  -1.3047 0.12134
  52     11       1       12352                 39  -6.0312   0.000   2.2266 0.01996
  53    -11       1       12352                 39  -6.1094   0.000   2.2109 0.36035
  54   4122       2       12354                 46   0.6504   2.289  -0.2695 14.96875
  55   -413       2       12354                 47   1.9609   2.008  -0.0546 6.70312
  56     11       1       12352                 35   0.4277   0.000   0.1047 0.02277
  57    -11       1       12352                 35  -0.7188   0.000  -0.9355 0.05481
  58   -421       2       12354                 55   1.9648   0.000  -0.0559 6.10938

Event Number : 230
Idx  PdgId  Status  StatusFlag  genPartIdxMother     eta    mass     phi      pt
---- ------ ------- ----------- ------------------ -------- ------- -------- -------
   0      2      21       10625                 -1 23040.0000   0.000   0.0000 0.00000
   1     -1      21       10625                 -1 -22848.0000   0.000   0.0000 0.00000
   2     24      22        4481                  0   1.1172  80.250  -0.5254 103.75000
   3     25      22        4481                  0   0.4268 125.000   2.6172 103.75000
   4     24      44         257                  2   1.1172  80.250  -0.5273 118.75000
   5     25      44         257                  3   0.1929 125.000   2.6328 68.00000
   6     24      44         257                  4   1.1133  80.250  -0.5469 119.00000
   7     25      44         257                  5   0.1807 125.000   2.7109 67.50000
   8     24      44         257                  6   1.1094  80.250  -0.5469 118.25000
   9     25      44         257                  7   0.1885 125.000   2.7109 69.50000
  10     24      44         257                  8   1.1172  80.250  -0.5449 117.50000
  11     25      44         257                  9   0.1860 125.000   2.7031 69.75000
  12     24      62       10497                 10   1.1211  80.250  -0.5371 117.25000
  13     25      62       10497                 11   0.1851 125.000   2.7031 70.00000
  14    -11      23       22913                 12   0.5684   0.000  -0.8086 79.00000
  15     12      23        4481                 12   1.6289   0.000  -0.0607 46.12500
  16    -11       1        8449                 14   0.5684   0.000  -0.8086 79.00000
  17     22       1       12289                 14   0.5684   0.000  -0.8086 0.00404
  18     12       1        8449                 15   1.6289   0.000  -0.0607 46.12500
  19     35      22       14721                 13   0.1562  40.000  -2.9297 72.00000
  20     35      22       31105                 13   0.0375  40.000   1.4141 45.62500
  21      5      23        4481                 19  -0.1052   0.000  -2.6172 48.25000
  22     -5      23       22913                 19   0.5234   0.000   2.8438 29.87500
  23     22      23       22913                 20  -0.5625   0.000   1.9414 24.93750
  24     22      23       12673                 20   0.5742   0.000   0.9375 27.12500
  25     11       1       12289                 24   0.0930   0.000   1.4375 3.65625
  26    -11       1       12289                 24   0.6055   0.000   0.8926 24.37500
  27     22       1        8449                 23  -0.5625   0.000   1.9414 24.18750
  28      2      71        8193                 -1   6.9375   0.000  -0.5820 0.35840
  29     -2      71        8193                 -1   7.6562   0.000  -2.3828 0.40039
  30      5      71        8449                 21  -0.1045   0.000  -2.6172 44.62500
  31     -5      71        8449                 22   0.4785   0.000   2.9062 28.18750
  32   -521       2       12291                 22  -0.1062   5.281  -2.6328 37.37500
  33    513       2       28675                 22   0.4805   5.328   2.9297 26.50000
  34     -2      71        8193                 -1  -1.1797   0.000   2.7578 32.62500
  35     11       1       12352                 28   7.7344   0.000   2.8125 0.02161
  36    -11       1       12352                 28   7.9688   0.000   2.9375 0.06421
  37   -431       2       12354                 32  -0.1187   1.969  -2.6328 19.68750
  38    411       2       12354                 32  -0.1636   0.000  -2.6016 9.56250
  39    511       2       12354                 33   0.4814   5.281   2.9297 26.25000
  40     13       1       12352                 37  -0.3066   0.000  -2.4922 0.93164
  41    -14       1       12352                 37  -0.0652   0.000  -2.5781 5.89062

Event Number : 253
Idx  PdgId  Status  StatusFlag  genPartIdxMother     eta    mass     phi      pt
---- ------ ------- ----------- ------------------ -------- ------- -------- -------
   0     -2      21       10625                 -1 22912.0000   0.000   0.0000 0.00000
   1      3      21       10625                 -1 -23040.0000   0.000   0.0000 0.00000
   2    -24      22        4481                  0   1.7148  79.500  -3.0156 36.00000
   3     25      22        4481                  0  -2.5078 125.000   0.1238 36.00000
   4     -4      31       16385                 -1 22784.0000   0.000   0.0000 0.00000
   5    -24      44         257                  2   1.7109  79.500  -3.0156 36.25000
   6     25      44         257                  3  -2.6016 125.000   0.1460 32.87500
   7    -24      44         257                  5   1.7109  79.500  -3.0156 36.25000
   8     25      44         257                  6  -2.5859 125.000   0.0798 33.50000
   9    -24      44         257                  7   1.7500  79.500  -3.0391 34.87500
  10     25      44         257                  8  -2.5781 125.000   0.0837 33.75000
  11    -24      62       10497                  9   1.7109  79.500  -3.0547 36.25000
  12     25      62       10497                 10  -2.5859 125.000   0.1226 33.25000
  13     22       1        8193                 -1   0.1206   0.000  -2.5000 1.78906
  14     11       1       12673                 11  -0.1772   0.000  -2.7969 27.43750
  15    -12       1       12673                 11   2.8359   0.000   2.6016 12.03125
  16     35      22       14721                 12  -0.8535  40.000  -0.0911 15.53125
  17     35      22       31105                 12  -3.1094  40.000   0.3027 18.37500
  18      5      23       22913                 16  -0.5020   0.000   0.7695 23.43750
  19     -5      23        4481                 16  -0.1494   0.000  -1.6445 17.75000
  20     22      23       22913                 17  -3.2891   0.000  -0.8359 12.75000
  21     22      23       12673                 17  -1.4258   0.000   1.0273 17.43750
  22     15       2       12291                 21  -1.3477   0.000   0.9141 11.09375
  23    -15       2       12291                 21  -1.7148   0.000   1.1914 6.46875
  24     22       1        8449                 20  -3.2891   0.000  -0.8359 12.53125
  25   -421       2       12291                 -1   2.4453   0.000   0.1079 0.99805
  26    413       2       12291                 -1  -4.9219   2.008   0.8496 1.16406
  27      5      71        8449                 18  -0.5488   0.000   0.7441 13.93750
  28     -5      71        8449                 19  -0.1504   0.000  -1.6445 17.06250
  29   -511       2       12291                 18  -0.5137   5.281   0.7656 16.50000
  30    523       2       28675                 18  -0.1880   5.328  -1.6055 14.18750
  31      1      71        8193                 -1   2.0703   0.000  -3.0156 3.73438
  32     21      71        8193                 -1   0.6191   0.000  -2.1562 5.31250
  33     -3      71        8193                 -1   1.1250   0.000  -0.1758 0.98438
  34    411       2       12291                 -1   5.1719   0.000   1.6562 1.92578
  35   -411       2       12291                  4   2.4219   0.000   1.0039 1.17969
  36      1      71        8193                 -1  -8.5000   0.000  -2.5156 0.38770
  37      2      71        8193                 -1   7.1719   0.000   0.5938 0.44336
  38      1      71        8193                 -1  -3.6250   0.000   0.5156 0.43262
  39     16       1       12348                 22  -1.4375   0.000   0.6934 3.39062
  40     11       1       12348                 22  -1.2891   0.000   1.0039 7.09375
  41    -12       1       12348                 22  -1.3672   0.000   1.0508 0.72266
  42    -16       1       12348                 23  -1.4297   0.000   2.0781 0.23486
  43    111       2       28734                 23  -1.6875   0.000   1.0820 4.29688
  44    211       1       12348                 23  -1.8125   0.000   1.3750 0.99219
  45    211       1       12348                 23  -1.8789   0.000   1.1797 0.53125
  46   -211       1       12348                 23  -1.3867   0.000   1.3945 0.55078
  47    421       2       12354                 26  -4.9219   0.000   0.8770 1.10547
  48   -431       2       12354                 29  -0.3428   1.969   0.7695 10.65625
  49    411       2       12354                 29  -0.7930   0.000   0.7578 5.81250
  50    521       2       12354                 30  -0.1885   5.281  -1.6055 14.03125
  51     11       1       12352                  4   0.7969   0.000  -1.1562 0.15869
  52    -11       1       12352                  4   0.7402   0.000  -1.1523 0.01605
  53    -11       1       12352                 34   5.1719   0.000   2.0156 1.21094
  54     12       1       12352                 34   4.2031   0.000   1.6445 0.15918
  55     11       1       12352                 36  -3.9141   0.000  -0.0979 0.45508
  56    -11       1       12352                 36  -3.9062   0.000  -0.0969 0.37109
  57     22       1       12364                 43  -1.6680   0.000   1.0938 3.10156
  58     22       1       12364                 43  -1.7266   0.000   1.0547 1.19531
  59   -421       2       12354                 50  -0.1013   0.000  -1.6289 2.67969

Event Number : 292
Idx  PdgId  Status  StatusFlag  genPartIdxMother     eta    mass     phi      pt
---- ------ ------- ----------- ------------------ -------- ------- -------- -------
   0     -1      21       10625                 -1 22784.0000   0.000   0.0000 0.00000
   1      2      21       10625                 -1 -24256.0000   0.000   0.0000 0.00000
   2     24      22        4481                  0  -2.8359  80.500   0.9453 121.50000
   3     25      22        4481                  0  -1.9844 125.000  -2.1953 121.50000
   4     24      44         257                  2  -2.8281  80.500   0.9727 123.75000
   5     25      44         257                  3  -1.9688 125.000  -2.2891 115.00000
   6     24      44         257                  4  -2.8203  80.500   0.9727 122.25000
   7     25      44         257                  5  -1.9609 125.000  -2.2891 120.00000
   8     24      44         257                  6  -2.7969  80.500   0.9902 125.25000
   9     25      44         257                  7  -1.9727 125.000  -2.2969 119.00000
  10     24      44         257                  8  -2.7969  80.500   0.9922 125.00000
  11     25      44         257                  9  -1.9727 125.000  -2.3047 119.50000
  12     24      62       10497                 10  -2.7969  80.500   0.9941 124.50000
  13     25      62       10497                 11  -1.9688 125.000  -2.3047 120.25000
  14    -11       1       12673                 12  -3.0234   0.000   0.5547 68.50000
  15     12       1       12673                 12  -2.2344   0.000   1.4297 69.00000
  16     35      22       14721                 13  -1.9648  40.000  -2.6484 96.00000
  17     35      22       31105                 13  -1.4297  40.000  -1.4766 44.25000
  18      5      23       12673                 16  -2.3047   0.000  -2.9688 35.75000
  19     -5      23       12673                 16  -1.6562   0.000  -2.4766 63.00000
  20     22      23       12673                 17  -0.0011   0.000   0.4404 6.64062
  21     22      23       22913                 17  -1.3789   0.000  -1.6094 46.87500
  22     11       1       12289                 20  -0.0097   0.000   0.4141 6.53125
  23    -11       1       12289                 20  -0.0275   0.000   1.4375 0.17725
  24     22       1        8449                 21  -1.3789   0.000  -1.6094 46.87500
  25      1      72        8193                 -1  -0.6875   0.000  -1.1133 2.17188
  26     21      72        8193                 -1  -1.1992   0.000  -1.2422 7.10938
  27     -2      72        8193                 -1   5.8281   0.000   2.4922 0.94141
  28   -523       2       28675                 18  -2.2891   5.328  -2.9609 32.12500
  29    513       2       28675                 18  -1.6641   5.328  -2.4766 44.87500
  30   -521       2       12354                 28  -2.2891   5.281  -2.9531 31.93750
  31    511       2       12354                 29  -1.6641   5.281  -2.4766 44.75000
  32     11       1       12352                 25   3.8906   0.000  -2.6797 0.02905
  33    -11       1       12352                 25   2.7891   0.000   2.8047 0.03638
  34    -12       1       12352                 30  -2.2266   0.000  -2.9531 16.87500
  35     11       1       12352                 30  -2.6016   0.000   2.6719 0.58203
  36    433       2       28738                 31  -1.6133   2.109  -2.4609 30.87500
  37   -411       2       12354                 31  -1.7695   0.000  -2.5000 13.93750
  38    413       2       12354                 30  -2.3125   2.008  -2.9453 14.34375
  39    431       2       12354                 36  -1.6172   1.969  -2.4609 27.56250
  40     13       1       12352                 37  -1.8555   0.000  -2.5391 7.06250
  41    -14       1       12352                 37  -1.6719   0.000  -2.5938 2.98438
  42    421       2       12354                 38  -2.3125   0.000  -2.9453 13.12500
  43    -11       1       12352                 42  -3.3359   0.000  -2.9766 0.16357
  44     12       1       12352                 42  -2.2969   0.000  -2.8516 3.67969

Event Number : 328
Idx  PdgId  Status  StatusFlag  genPartIdxMother     eta    mass     phi      pt
---- ------ ------- ----------- ------------------ -------- ------- -------- -------
   0     -1      21       14721                 -1 22784.0000   0.000   0.0000 0.00000
   1      2      21       10625                 -1 -23296.0000   0.000   0.0000 0.00000
   2     24      22        4481                  0  -2.1250  80.250   1.8789 56.62500
   3     25      22        4481                  0  -2.2891 125.000  -1.2617 56.62500
   4     24      44         257                  2  -2.1016  80.250   1.9141 56.75000
   5     25      44         257                  3  -2.2656 125.000  -1.3125 56.50000
   6     24      44         257                  4  -2.1016  80.250   1.9375 56.00000
   7     25      44         257                  5  -2.2500 125.000  -1.3516 58.00000
   8     24      44         257                  6  -2.1016  80.250   1.9414 56.50000
   9     25      44         257                  7  -2.2578 125.000  -1.3555 57.25000
  10     24      44         257                  8  -2.1016  80.250   1.9453 56.25000
  11     25      44         257                  9  -2.2500 125.000  -1.3594 57.50000
  12     24      62       10497                 10  -2.1172  80.250   1.9297 55.62500
  13     25      62       10497                 11  -2.2422 125.000  -1.3398 58.12500
  14    -13      23       22913                 12  -1.1133   0.000   2.1328 59.62500
  15     14      23        4481                 12  -3.1797   0.000   0.1274 12.18750
  16    -13       1        8449                 14  -1.1133   0.000   2.1328 59.62500
  17     22       1       12289                 14  -1.1133   0.000   1.8672 0.00000
  18     14       1        8449                 15  -3.1797   0.000   0.1274 12.18750
  19     35      22       14721                 13  -2.1641  40.000  -2.3750 44.75000
  20     35      22       31105                 13  -1.1953  40.000  -0.5117 52.25000
  21      5      23       12673                 19  -2.2266   0.000  -1.1055 15.25000
  22     -5      23       12673                 19  -1.7695   0.000  -2.7266 42.87500
  23     22      23       22913                 20  -1.2188   0.000   0.1062 32.50000
  24     22      23       12673                 20  -0.8008   0.000  -1.1406 31.93750
  25     11       1       12289                 24  -0.7988   0.000  -1.1406 28.06250
  26    -11       1       12289                 24  -0.8164   0.000  -1.1406 3.93750
  27     22       1        8449                 23  -1.2188   0.000   0.1062 32.37500
  28   -511       2       12291                 21  -2.2344   5.281  -1.1602 13.50000
  29    523       2       28675                 21  -1.7656   5.328  -2.7266 37.37500
  30    413       2       12354                 28  -2.2422   2.008  -1.4180 5.28125
  31    521       2       12354                 29  -1.7656   5.281  -2.7266 37.12500
  32     11       1       12352                 -1  -2.3516   0.000   2.8359 0.00737
  33    -11       1       12352                 -1  -2.4219   0.000   2.9453 0.08081
  34    411       2       12354                 30  -2.2344   0.000  -1.4141 4.95312
  35   -423       2       12354                 31  -1.7656   2.008  -2.7500 18.00000
  36   -421       2       12354                 35  -1.7695   0.000  -2.7500 16.75000

Event Number : 344
Idx  PdgId  Status  StatusFlag  genPartIdxMother     eta    mass     phi      pt
---- ------ ------- ----------- ------------------ -------- ------- -------- -------
   0     -2      21       10625                 -1 22912.0000   0.000   0.0000 0.00000
   1      1      21       10625                 -1 -22848.0000   0.000   0.0000 0.00000
   2    -24      22        4481                  0   1.4648  79.750  -1.1953 33.87500
   3     25      22        4481                  0  -0.8105 125.000   1.9453 33.87500
   4    -24      44         257                  2   1.4102  79.750  -1.2617 38.12500
   5     25      44         257                  3  -0.7031 125.000   1.9922 31.50000
   6    -24      44         257                  4   1.3242  79.750  -1.2656 41.50000
   7     25      44         257                  5  -0.7246 125.000   2.0000 29.56250
   8    -24      44       16641                  6   1.3203  79.750  -1.2539 41.75000
   9     25      44         257                  7  -0.7266 125.000   1.9922 29.37500
  10    -24      51         257                  8   1.3203  79.750  -1.2539 41.75000
  11    -24      62       10497                 10   1.3203  79.750  -1.2461 41.87500
  12     25      62       10497                  9  -0.7285 125.000   1.9609 29.25000
  13     22       1        8193                  8   1.8555   0.000  -0.8633 0.00000
  14     11       1       12673                 11   0.0762   0.000  -1.3594 46.12500
  15    -12       1       12673                 11   3.0391   0.000   0.9746 6.62500
  16     35      22       14721                 12  -0.0750  40.000   0.7090 49.87500
  17     35      22       31105                 12  -0.3867  40.000  -3.0312 49.25000
  18      5      23       22913                 16  -0.1572   0.000   0.5117 51.25000
  19     -5      23        4481                 16   0.4170   0.000   2.3125 10.12500
  20     22      23       22913                 17  -0.6777   0.000  -0.8086 8.18750
  21     22      23       12673                 17  -0.2461   0.000   3.1328 54.62500
  22     22       1        8449                 20  -0.6777   0.000  -0.8086 8.15625
  23     11       1        8193                 21  -0.2686   0.000   3.0703 15.93750
  24     22       1       12289                 21  -0.2383   0.000  -3.0781 0.00387
  25    -11       1        8193                 21  -0.2373   0.000  -3.1250 38.75000
  26      5      71        8449                 18  -0.2046   0.000   0.6094 32.62500
  27     -5      71        8449                 19   0.7812   0.000   2.4141 6.09375
  28   -511       2       12291                 18  -0.1802   5.281   0.5820 35.00000
  29    523       2       28675                 18   0.7363   5.328   2.3125 6.35938
  30    433       2       28738                 28  -0.2520   2.109   0.5938 17.50000
  31   -415       2       12354                 28  -0.1067   2.477   0.5703 17.43750
  32    521       2       12354                 29   0.7383   5.281   2.3125 6.25000
  33    431       2       12354                 30  -0.2495   1.969   0.5859 16.31250
  34   -423       2       12354                 31  -0.1250   2.008   0.5488 13.21875
  35   -421       2       12354                 32   0.1797   0.000   1.9297 2.82812
  36   -421       2       12354                 34  -0.1265   0.000   0.5508 12.40625

Event Number : 353
Idx  PdgId  Status  StatusFlag  genPartIdxMother     eta    mass     phi      pt
---- ------ ------- ----------- ------------------ -------- ------- -------- -------
   0     -1      21       10625                 -1 22784.0000   0.000   0.0000 0.00000
   1      2      21       10625                 -1 -23872.0000   0.000   0.0000 0.00000
   2     24      22        4481                  0  -3.1562  80.500  -2.5625 44.75000
   3     25      22        4481                  0  -3.2891 125.000   0.5762 44.75000
   4     24      44         257                  2  -3.1250  80.500  -2.5547 45.50000
   5     25      44         257                  3  -3.2891 125.000   0.5469 43.62500
   6     24      44         257                  4  -3.1328  80.500  -2.5234 45.25000
   7     25      44         257                  5  -3.2812 125.000   0.5195 43.87500
   8     24      44         257                  6  -3.1406  80.500  -2.5234 45.00000
   9     25      44         257                  7  -3.2734 125.000   0.5195 44.25000
  10     24      62       10497                  8  -3.1172  80.500  -2.5234 46.00000
  11     25      62       10497                  9  -3.2969 125.000   0.5020 43.37500
  12     22       1        8193                 -1  -5.0781   0.000  -2.5156 1.36328
  13    -13       1       12673                 10  -1.9258   0.000  -1.2109 35.12500
  14     14       1       12673                 10  -2.7734   0.000   3.0156 50.12500
  15     35      22       14721                 11  -2.2891  40.000   1.0312 66.75000
  16     35      22       31105                 11  -2.6562  40.000  -1.4727 36.62500
  17      5      23       22913                 15  -2.1875   0.000   0.5918 44.75000
  18     -5      23        4481                 15  -2.0859   0.000   1.6562 32.37500
  19     22      23       22913                 16  -3.4922   0.000  -2.3516 10.43750
  20     22      23       12673                 16  -1.7695   0.000  -1.2070 30.93750
  21     22       1        8449                 19  -3.4922   0.000  -2.3516 10.40625
  22      5      73         257                 17  -2.2422   0.000   0.5938 37.00000
  23      5      73         257                 17  -2.2344   0.000   0.5840 38.12500
  24     -2      71        8193                 20  -1.7891   0.000  -1.2109 26.37500
  25   -421       2       12291                 -1   5.0469   0.000  -0.1060 1.98047
  26    423       2       28675                 -1   5.6719   2.008   2.3125 0.47656
  27      5      71        8449                 23  -2.2344   0.000   0.5840 38.12500
  28     -5      71        8449                 18  -2.0859   0.000   1.6484 28.43750
  29   -513       2       28675                 17  -2.2422   5.328   0.5859 37.12500
  30    513       2       28675                 17  -2.1016   5.328   1.6172 27.18750
  31   -421       2       12291                 -1   3.4453   0.000   0.3828 1.71875
  32      1      71        8193                 -1  -2.8594   0.000  -2.5938 0.63281
  33     -2      71        8193                 -1   5.3281   0.000   2.5000 1.81641
  34    423       2       12291                 -1   2.8047   2.008   2.5625 5.95312
  35      2      71        8193                 -1  -7.1719   0.000  -1.5703 2.82812
  36     -2      71        8193                 -1   8.1250   0.000  -0.9316 0.14648
  37    111       2       28738                 20  -1.7930   0.000  -1.1992 12.87500
  38    421       2       12354                 26   5.7656   0.000   2.5469 0.42285
  39   -511       2       12354                 29  -2.2422   5.281   0.5859 36.50000
  40    511       2       12354                 30  -2.1016   5.281   1.6172 26.87500
  41     11       1       12352                 32   1.8359   0.000  -1.4219 0.09082
  42    -11       1       12352                 32   1.8516   0.000  -1.4492 0.05811
  43    421       2       12354                 34   2.8047   0.000   2.5625 5.64062
  44     22       1       12352                 37  -1.7969   0.000  -1.1992 10.75000
  45    413       2       12354                 39  -2.2031   2.008   0.7207 8.25000
  46    111       2       28738                 39  -2.2266   0.000   0.5430 22.62500
  47     14       1       12352                 40  -2.2344   0.000   1.7969 1.96094
  48    -13       1       12352                 40  -1.9922   0.000   1.5469 16.75000
  49   -413       2       12354                 40  -2.2422   2.008   1.7148 8.28125
  50     11       1       12352                 35  -6.2344   0.000  -2.6797 0.02704
  51    -11       1       12352                 35  -6.1562   0.000  -2.6641 0.16553
  52    421       2       12354                 45  -2.1953   0.000   0.7188 7.81250
  53     22       1       12352                 46  -2.2266   0.000   0.5449 21.06250
  54   -421       2       12354                 49  -2.2422   0.000   1.7148 7.53125

Event Number : 372
Idx  PdgId  Status  StatusFlag  genPartIdxMother     eta    mass     phi      pt
---- ------ ------- ----------- ------------------ -------- ------- -------- -------
   0     -1      21       10625                 -1 22976.0000   0.000   0.0000 0.00000
   1      2      21       10625                 -1 -22848.0000   0.000   0.0000 0.00000
   2     24      22        4481                  0   1.3555  80.000  -3.0781 53.62500
   3     25      22        4481                  0   0.8691 125.000   0.0642 53.62500
   4     24      44         257                  2   1.3516  80.000  -3.1172 53.25000
   5     25      44         257                  3   0.8555 125.000   0.1533 55.00000
   6     24      44         257                  4   1.3516  80.000  -3.1250 53.12500
   7     25      44         257                  5   0.8535 125.000   0.1748 55.25000
   8     24      44         257                  6   1.3750  80.000  -3.1328 52.00000
   9     25      44         257                  7   0.8398 125.000   0.1748 56.25000
  10     24      44         257                  8   1.3594  80.000  -3.1172 52.87500
  11     25      44         257                  9   0.8555 125.000   0.1685 55.37500
  12     24      44         257                 10   1.3633  80.000  -3.1250 52.62500
  13     25      44         257                 11   0.8516 125.000   0.1738 56.12500
  14     24      62       10497                 12   1.3594  80.000  -3.1328 52.62500
  15     25      62       10497                 13   0.8535 125.000   0.1807 56.37500
  16    -13       1       12673                 14   0.8535   0.000  -1.2266 28.25000
  17     14       1       12673                 14   0.8926   0.000   2.7422 67.50000
  18     35      22       14721                 15  -1.1758  40.000  -1.4297 12.75000
  19     35      22       31105                 15   1.0469  40.000   0.4014 58.25000
  20      5      23       22913                 18   0.4365   0.000   2.9609 12.12500
  21     -5      23        4481                 18  -1.0117   0.000  -0.8223 20.18750
  22     22      23       22913                 19   0.7520   0.000   0.5156 58.87500
  23     22      23       12673                 19   1.9922   0.000  -1.2070 6.70312
  24     22       1        8449                 22   0.7520   0.000   0.5156 58.87500
  25    -11       1        8193                 23   1.9922   0.000  -1.2031 3.67188
  26     22       1       12289                 23   1.9922   0.000  -1.2031 0.00015
  27     11       1        8193                 23   1.9922   0.000  -1.2109 3.03125
  28      5      71        8449                 20   0.5039   0.000   3.0078 11.12500
  29     -5      71        8449                 21  -1.0156   0.000  -0.8242 19.56250
  30   -523       2       28675                 20   0.4277   5.328   3.0312 10.03125
  31    521       2       12291                 20  -1.0430   5.281  -0.7949 13.50000
  32   -521       2       12354                 30   0.4238   5.281   3.0312 9.93750
  33   -421       2       12354                 31  -1.0195   0.000  -0.7324 4.92188
  34    421       2       12354                 32   0.5254   0.000   3.1328 6.62500
  35   -433       2       28738                 32   0.1934   2.109   2.7422 2.63281
  36   -431       2       12354                 35   0.2197   1.969   2.7578 2.62500

Event Number : 377
Idx  PdgId  Status  StatusFlag  genPartIdxMother     eta    mass     phi      pt
---- ------ ------- ----------- ------------------ -------- ------- -------- -------
   0      2      21       10625                 -1 22848.0000   0.000   0.0000 0.00000
   1     -1      21       10625                 -1 -22912.0000   0.000   0.0000 0.00000
   2     24      22        4481                  0  -0.1011  78.750   0.7891 24.00000
   3     25      22        4481                  0  -1.4688 125.000  -2.3516 24.00000
   4     24      44         257                  2  -0.1228  78.750   0.9551 26.62500
   5     25      44         257                  3  -1.6250 125.000  -2.8203 21.43750
   6     24      44         257                  4  -0.0830  78.750   0.9512 23.43750
   7     25      44         257                  5  -1.5156 125.000  -2.7344 24.18750
   8     24      44         257                  6  -0.0745  78.750   0.9688 22.50000
   9     25      44         257                  7  -1.4844 125.000  -2.7266 25.25000
  10     24      62       10497                  8  -0.0657  78.750   1.0039 23.00000
  11     25      62       10497                  9  -1.4844 125.000  -2.8125 25.25000
  12    -15       2       12675                 10  -0.1611   0.000  -1.6484 30.00000
  13     16       1       12673                 10   0.0649   0.000   1.2812 51.50000
  14     35      22       14721                 11  -0.3164  40.000   2.8281 57.00000
  15     35      22       31105                 11  -0.7871  40.000  -0.7012 39.62500
  16      5      23        4481                 14  -0.5098   0.000   2.2344 31.37500
  17     -5      23       22913                 14  -0.0436   0.000  -2.9375 35.75000
  18     22      23       12673                 15  -0.5625   0.000  -2.1875 15.12500
  19     22      23       22913                 15  -0.5859   0.000  -0.3281 41.25000
